	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	319	328	374	406	98	109	75	
영업이익	43	-22	61	58	29	20	16	
영업이익(발표기준)	43	-22	61		29	20	16	
세전계속사업이익	48	-6	86	73	26	29	6	
당기순이익	36	-2	71	64	20	22	5	
당기순이익(지배)	36	-2	71	60	20	22	5	
당기순이익(비지배)								
자산총계	536	561	625		621	625	636	
부채총계	113	140	134		153	134	151	
자본총계	424	421	490		468	490	485	
자본총계(지배)	424	421	490		468	490	485	
자본총계(비지배)								
자본금	83	83	83		83	83	83	
영업활동현금흐름	45	-7	21		-26	28	34	
투자활동현금흐름	4	-21	-24		-13	-4	-6	
재무활동현금흐름	-38	-18	8		6	-26	-5	
CAPEX	5	1	3		1	0	4	
FCF	40	-8	19		-26	27	31	
이자발생부채	27	9	53		59	53	48	
영업이익률	13.62	-6.62	16.25	14.36	29.96	18.33	22.14	
순이익률	11.23	-0.71	18.98	15.75	20.66	20.38	6.55	
ROE(%)	8.71	-0.55	15.57		6.12	15.57	12.58	
ROA(%)	6.77	-0.43	11.97		4.74	11.97	9.58	
부채비율	26.55	33.25	27.41		32.72	27.41	31.04	
자본유보율	425.89	421.50	505.36		478.41	505.36	499.37	
EPS(원)	216	-14	427	361	122	133	29	
PER(배)	25.84	N/A	10.23	33.94	24.34	10.23	16.28	
BPS(원)	2,577	2,558	2,982		2,846	2,982	2,952	
PBR(배)	2.16	1.98	1.46		1.43	1.46	1.92	
현금DPS(원)	0	0	61		0	61		
현금배당수익률	0.00	0.00	1.40					
현금배당성향(%)	0.00	0.00	14.14		0.00	45.25		
발행주식수(보통주)	16,623,293	16,623,293	16,623,293		16,623,293	16,623,293	16,623,293	
