	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	264	251	243		58	68	60	
영업이익	21	16	6		2	2	1	
영업이익(발표기준)	21	16	6		2	2	1	
세전계속사업이익	49	26	-12		-1	0	-13	
당기순이익	42	23	-8		-1	0	-8	
당기순이익(지배)	41	22	-8		-1	0	-8	
당기순이익(비지배)	1							
자산총계	682	656	622		651	665	622	
부채총계	362	334	293		324	330	293	
자본총계	320	322	329		327	335	329	
자본총계(지배)	318	322	329		327	335	329	
자본총계(비지배)	2							
자본금	25	25	25		25	25	25	
영업활동현금흐름	10	5	25		-7	4	-8	
투자활동현금흐름	-66	10	-6		-7	20	0	
재무활동현금흐름	34	-7	-29		-14	13	-30	
CAPEX	49	20	1		1	0	0	
FCF	-39	-16	23		-7	4	-9	
이자발생부채	243	218	131		208	222	131	
영업이익률	8.05	6.30	2.32		3.28	2.20	2.47	
순이익률	16.03	8.99	-3.15		-1.09	0.38	-13.98	
ROE(%)		6.92	-2.35		-6.58	-0.93	-2.46	
ROA(%)		3.38	-1.20		-3.24	-0.41	-1.25	
부채비율	113.06	103.80	89.22		99.35	98.48	89.22	
자본유보율	1,169.20	1,150.48	1,122.28		1,141.14	1,143.46	1,122.28	
EPS(원)	812	438	-151		-12	5	-167	
PER(배)	7.66	10.46	N/A		N/A	N/A	N/A	
BPS(원)	6,285	6,357	6,500		6,454	6,624	6,500	
PBR(배)	0.99	0.72	0.71		0.75	0.65	0.71	
현금DPS(원)	50	50						
현금배당수익률	0.80	1.09						
현금배당성향(%)	6.16	11.43			0.00	0.00		
발행주식수(보통주)	5,060,000	5,060,000	5,060,000		5,060,000	5,060,000	5,060,000	
