	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	557	619	634		101	162	264	
영업이익	26	26	14		-4	13	17	
영업이익(발표기준)	26	26	14		-4	13	17	
세전계속사업이익	28	30	19		-3	14	18	
당기순이익	27	29	19		-3	13	16	
당기순이익(지배)	27	29	19		-3	13	16	
당기순이익(비지배)								
자산총계	528	583	596		559	553	649	
부채총계	114	150	158		136	133	213	
자본총계	414	432	438		422	420	435	
자본총계(지배)	414	432	438		422	420	435	
자본총계(비지배)								
자본금	38	38	38		38	38	38	
영업활동현금흐름	129	-21	14		21	24	54	
투자활동현금흐름	-12	-20	-33		-6	0	81	
재무활동현금흐름	-29	-5	-19		-6	-14	-14	
CAPEX	2	3	2		1	1	0	
FCF	127	-24	13		20	23	53	
이자발생부채	5	12	7		9	18	5	
영업이익률	4.58	4.13	2.23		-4.15	8.11	6.27	
순이익률	4.83	4.76	2.97		-3.04	7.97	5.90	
ROE(%)	6.59	6.97	4.33		5.27	9.55	7.51	
ROA(%)	4.64	5.31	3.19		4.02	7.33	5.05	
부채비율	27.61	34.77	36.09		32.33	31.66	48.97	
자본유보율	1,063.57	1,112.71	1,127.56		1,098.29	1,072.61	1,114.14	
EPS(원)	179	197	125		-20	86	118	
PER(배)	14.81	12.11	17.77		15.22	7.94	10.30	
BPS(원)	2,937	3,067	3,107		3,018	3,296	3,418	
PBR(배)	0.90	0.78	0.72		0.74	0.64	0.67	
현금DPS(원)	100	100	60		0	0	0	
현금배당수익률	3.77	4.20	2.69					
현금배당성향(%)	49.01	44.72	42.02		0.00	0.00	0.00	
발행주식수(보통주)	15,000,000	15,000,000	15,000,000		15,000,000	13,182,380	13,182,380	
