	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,274	2,401	2,786		615	681	835	
영업이익	29	48	57		12	9	23	
영업이익(발표기준)	29	48	57		12	9	23	
세전계속사업이익	39	43	49		6	5	25	
당기순이익	30	33	38		6	4	19	
당기순이익(지배)	30	33	38		6	4	19	
당기순이익(비지배)								
자산총계	536	566	676		622	655	676	
부채총계	238	234	315		287	316	315	
자본총계	299	332	361		335	339	361	
자본총계(지배)	299	332	361		335	339	361	
자본총계(비지배)								
자본금	38	38	38		38	38	38	
영업활동현금흐름	11	36	-81		-42	10	-44	
투자활동현금흐름	-4	-1	-1		-1	2	-1	
재무활동현금흐름	4	-16	34		-1	-7	28	
CAPEX	1	1	0		0	0	0	
FCF	11	35	-81		-42	10	-44	
이자발생부채	96	59	124		97	95	124	
영업이익률	1.26	1.99	2.06		1.90	1.28	2.73	
순이익률	1.32	1.39	1.35		0.90	0.58	2.33	
ROE(%)	10.54	10.57	10.89		11.50	9.29	10.89	
ROA(%)	5.81	6.05	6.07		6.34	5.03	6.07	
부채비율	79.47	70.49	87.38		85.58	93.12	87.38	
자본유보율	697.53	780.74	858.25		796.99	807.35	858.25	
EPS(원)	398	441	477		68	51	255	
PER(배)	10.73	10.30	22.52		12.27	15.85	22.52	
BPS(원)	3,964	4,091	4,705		4,128	4,448	4,705	
PBR(배)	1.08	1.11	2.28		1.39	1.37	2.28	
현금DPS(원)	50	100	100		0	0	100	
현금배당수익률	1.17	2.20	0.93					
현금배당성향(%)	12.55	24.35	20.33		0.00	0.00	39.43	
발행주식수(보통주)	7,540,136	8,114,848	7,668,536		8,114,848	7,629,536	7,668,536	
