	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	244	345	298	321	79	64	74	
영업이익	2	19	10	9	2	0	5	
영업이익(발표기준)	2	19	10		2	0	5	
세전계속사업이익	-2	19	10	12	2	2	4	
당기순이익	-10	11	10	10	1	1	6	
당기순이익(지배)	-10	11	10	13	1	1	6	
당기순이익(비지배)								
자산총계	221	288	320	410	312	304	320	
부채총계	63	121	144	220	142	133	144	
자본총계	158	167	176	190	170	172	176	
자본총계(지배)	158	167	176	190	170	172	176	
자본총계(비지배)								
자본금	27	27	27	30	27	27	27	
영업활동현금흐름	20	74	-4	90	20	-17	10	
투자활동현금흐름	13	-29	-32	-10	-2	-1	31	
재무활동현금흐름			-14	0	-7	-4	-4	
CAPEX	0	2	1	0	0	0	0	
FCF	20	72	-5		19	-17	10	
이자발생부채	0	0	52		22	0	52	
영업이익률	0.87	5.60	3.22	2.80	3.01	0.77	6.26	
순이익률	-4.01	3.20	3.31	3.12	1.41	2.19	7.48	
ROE(%)	-5.93	6.78	5.75	7.10	6.78	4.89	5.75	
ROA(%)	-4.49	4.32	3.24	2.74	3.94	2.91	3.24	
부채비율	40.21	72.38	81.67	115.79	83.28	77.46	81.67	
자본유보율	485.12	520.39	553.80		531.39	536.63	553.80	
EPS(원)	-37	41	37	43	4	5	21	
PER(배)	N/A	79.60	110.70	77.68	81.34	77.37	110.70	
BPS(원)	594	629	663	574	640	646	663	
PBR(배)	3.29	5.24	6.20	5.78	5.35	3.70	6.20	
현금DPS(원)	0	0	0	0	0	0	0	
현금배당수익률	0.00	0.00	0.00	0.00				
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	26,573,767	26,573,767	26,573,767		26,573,767	26,573,767	26,573,767	
