	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	496	497	445		112	103	104	
영업이익	-7	-6	-27		-5	-10	-1	
영업이익(발표기준)	-7	-6	-27		-5	-10	-1	
세전계속사업이익	-6	-6	-28		-4	-12	5	
당기순이익	-3	-3	-21		-3	-9	4	
당기순이익(지배)	-3	-3	-21		-3	-9	4	
당기순이익(비지배)								
자산총계	412	400	375		392	375	380	
부채총계	119	112	108		116	108	110	
자본총계	293	288	267		276	267	271	
자본총계(지배)	293	288	267		276	267	271	
자본총계(비지배)								
자본금	60	60	60		60	60	60	
영업활동현금흐름	12	-6	13		12	-1	1	
투자활동현금흐름	6	0	-12		-9	1	1	
재무활동현금흐름	-9	1	-2		0	0	-1	
CAPEX	4	4	5		3	0		
FCF	8	-10	7		10	-1	1	
이자발생부채	0	1	2		2	2	1	
영업이익률	-1.35	-1.18	-6.17		-4.08	-9.87	-0.98	
순이익률	-0.68	-0.67	-4.71		-2.86	-8.66	3.92	
ROE(%)	-1.13	-1.14	-7.56		-4.54	-7.56	-4.27	
ROA(%)	-0.80	-0.82	-5.42		-3.25	-5.42	-3.00	
부채비율	40.73	38.94	40.55		42.27	40.55	40.62	
자본유보율	388.24	379.34	344.23		359.23	344.23	350.99	
EPS(원)	-28	-28	-175		-27	-74	34	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,441	2,397	2,221		2,296	2,221	2,255	
PBR(배)	0.94	2.63	2.09		1.96	2.09	1.34	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	12,000,000	12,000,000	12,000,000		12,000,000	12,000,000	12,000,000	
