	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	56	57	78		17	21	21	
영업이익	-15	-19	-4		-2	0	-1	
영업이익(발표기준)	-15	-19	-4		-2	0	-1	
세전계속사업이익	-18	-16	1		-1	2	1	
당기순이익	-18	-16	1		-1	2	1	
당기순이익(지배)	-18	-16	1		-1	2	1	
당기순이익(비지배)								
자산총계	243	230	246		243	244	246	
부채총계	17	21	37		36	35	37	
자본총계	226	209	210		207	209	210	
자본총계(지배)	226	209	210		207	209	210	
자본총계(비지배)								
자본금	18	18	18		18	18	18	
영업활동현금흐름	-9	-17	7		1	0	6	
투자활동현금흐름	-11	-29	15		20	-1	-3	
재무활동현금흐름	2		-2		-1	0	-1	
CAPEX	4	2	3		0	1	1	
FCF	-13	-20	4		1	-1	5	
이자발생부채	0	0	13		12	12	13	
영업이익률	-27.34	-33.90	-5.12		-10.67	1.78	-4.41	
순이익률	-31.13	-27.98	1.50		-5.76	8.14	5.97	
ROE(%)	-7.49	-7.30	0.56		-4.07	-1.31	0.56	
ROA(%)	-6.99	-6.71	0.49		-3.58	-1.16	0.49	
부채비율	7.36	10.12	17.42		17.19	16.55	17.42	
자본유보율	1,160.20	1,061.45	1,065.61		1,051.73	1,061.05	1,065.61	
EPS(원)	-490	-442	32		-28	47	34	
PER(배)	N/A	N/A	417.25		N/A	N/A	417.25	
BPS(원)	6,298	5,811	5,833		5,763	5,813	5,833	
PBR(배)	1.98	2.25	2.32		2.35	1.90	2.32	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	3,594,724	3,594,724	3,594,724		3,594,724	3,594,724	3,594,724	
