	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,282	1,152	1,184		295	288	314	
영업이익	16	24	8		1	1	2	
영업이익(발표기준)	16	24	8		1	1	2	
세전계속사업이익	51	40	29		5	7	8	
당기순이익	41	58	25		5	4	8	
당기순이익(지배)	41	58	25		5	4	8	
당기순이익(비지배)								
자산총계	1,371	1,425	1,411		1,435	1,407	1,411	
부채총계	646	650	617		654	622	617	
자본총계	725	775	794		781	785	794	
자본총계(지배)	725	775	794		781	785	794	
자본총계(비지배)								
자본금	39	39	39		39	39	39	
영업활동현금흐름	150	215	140		58	16	41	
투자활동현금흐름	-202	-138	-101		0	-32	-9	
재무활동현금흐름	8	-50	-29		-37	40	-22	
CAPEX	246	151	110		4	32	15	
FCF	-96	63	30		54	-16	27	
이자발생부채	466	422	401		382	422	401	
영업이익률	1.25	2.10	0.67		0.25	0.27	0.57	
순이익률	3.23	5.03	2.11		1.70	1.37	2.60	
ROE(%)	5.84	7.73	3.18		7.56	7.27	3.18	
ROA(%)	3.04	4.15	1.76		4.08	3.96	1.76	
부채비율	89.09	83.79	77.75		83.81	79.28	77.75	
자본유보율	1,703.69	1,831.45	1,877.63		1,845.25	1,855.31	1,877.63	
EPS(원)	525	736	317		64	50	104	
PER(배)	10.57	5.75	14.30		7.55	7.87	14.30	
BPS(원)	9,208	9,847	10,078		9,916	9,966	10,078	
PBR(배)	0.60	0.43	0.45		0.55	0.55	0.45	
현금DPS(원)	80	60	50		0	0	50	
현금배당수익률	1.44	1.42	1.10					
현금배당성향(%)	15.23	8.15	15.76		0.00	0.00	48.23	
발행주식수(보통주)	7,874,963	7,874,963	7,874,963		7,874,963	7,874,963	7,874,963	
