	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	663	605	636		169	194	79	
영업이익	201	141	157		41	58	7	
영업이익(발표기준)	201	141	157		41	58	7	
세전계속사업이익	216	153	164		44	62	7	
당기순이익	178	125	136		35	51	6	
당기순이익(지배)	178	125	136		35	51	6	
당기순이익(비지배)								
자산총계	442	455	495		458	495	504	
부채총계	85	94	102		120	102	165	
자본총계	357	361	393		338	393	339	
자본총계(지배)	357	361	393		338	393	339	
자본총계(비지배)								
자본금	50	50	50		50	50	50	
영업활동현금흐름	198	146	118		39	41	41	
투자활동현금흐름	-39	-27	-29		-5	-5	-3	
재무활동현금흐름	-170	-118	-110		-42	0	-1	
CAPEX	37	27	29		5	5	4	
FCF	160	119	89		34	36	37	
이자발생부채	0	0	13		3	13	14	
영업이익률	30.38	23.39	24.73		24.23	29.73	9.20	
순이익률	26.92	20.63	21.32		20.69	26.34	7.52	
ROE(%)	51.21	34.73	35.97		35.98	35.97	37.01	
ROA(%)	41.09	27.81	28.55		27.50	28.55	24.34	
부채비율	23.67	26.05	25.97		35.37	25.97	48.52	
자본유보율	597.60	597.38	662.40		555.40	662.40	554.58	
EPS(원)	1,784	1,246	1,347		348	508	59	
PER(배)	10.17	10.35	9.47		10.84	9.47	7.62	
BPS(원)	3,573	3,599	3,904		3,367	3,904	3,372	
PBR(배)	5.08	3.58	3.27		3.86	3.27	2.70	
현금DPS(원)	1,300	1,100	1,000		0	600		
현금배당수익률	7.16	8.53	7.84					
현금배당성향(%)	72.87	88.43	74.18		0.00	117.92		
발행주식수(보통주)	10,000,000	10,038,600	10,090,000		10,079,900	10,090,000	10,090,000	
