	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	374	395	427		103	97	94	
영업이익	-102	-125	34		7	3	12	
영업이익(발표기준)	-102	-125	34		7	3	12	
세전계속사업이익	-131	-218	8		4	-8	13	
당기순이익	-133	-215	9		4	-9	13	
당기순이익(지배)	-131	-215	9		4	-9	13	
당기순이익(비지배)	-2							
자산총계	671	557	634		627	634	623	
부채총계	395	385	288		406	288	206	
자본총계	276	172	347		220	347	417	
자본총계(지배)	276	172	347		220	347	417	
자본총계(비지배)								
자본금	260	299	408		310	408	456	
영업활동현금흐름	-91	-113	64		-8	44	7	
투자활동현금흐름	-87	-19	0		1	8	-5	
재무활동현금흐름	12	134	8		-16	-11	-5	
CAPEX	86	4	2		0	1	0	
FCF	-177	-117	63		-8	44	6	
이자발생부채	268	293	193		333	193	133	
영업이익률	-27.13	-31.60	7.94		7.12	3.12	12.31	
순이익률	-35.48	-54.51	2.17		3.73	-9.36	13.55	
ROE(%)	-53.63	-96.08	3.56		-23.40	4.36	5.81	
ROA(%)	-17.62	-35.08	1.55		-8.47	1.90	2.75	
부채비율	142.81	223.75	83.01		184.37	83.01	49.44	
자본유보율	56.59	3.07	19.13		18.61	19.13	20.94	
EPS(원)	-328	-374	14		6	-12	14	
PER(배)	N/A	N/A	117.03		N/A	95.74	46.77	
BPS(원)	531	288	425		355	425	458	
PBR(배)	2.23	2.62	3.98		2.91	3.98	2.54	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	52,091,927	59,720,884	81,588,797		62,010,421	81,588,797	91,115,377	
