	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	356	477	913		300	369	316	
영업이익	5	-23	-23		-19	14	17	
영업이익(발표기준)	5	-23	-23		-19	14	17	
세전계속사업이익	-1	12	-28		30	-42	7	
당기순이익	0	4	-32		32	-45	7	
당기순이익(지배)	0	5	-35		22	-40	4	
당기순이익(비지배)	0							
자산총계	391	475	1,175		1,260	1,175	1,181	
부채총계	182	252	902		919	902	892	
자본총계	209	223	274		341	274	289	
자본총계(지배)	209	220	236		295	236	248	
자본총계(비지배)	1							
자본금	24	24	27		27	27	28	
영업활동현금흐름	3	-19	-24		2	0	10	
투자활동현금흐름	-1	-49	-228		-249	12	-1	
재무활동현금흐름	4	53	243		155	-28	9	
CAPEX	1	7	16		7	4	3	
FCF	3	-26	-41		-4	-4	7	
이자발생부채	73	138	581		572	581	585	
영업이익률	1.35	-4.86	-2.48		-6.22	3.75	5.34	
순이익률	-0.04	0.78	-3.55		10.61	-12.18	2.26	
ROE(%)		2.46	-15.42		1.66	-14.19	-12.35	
ROA(%)		0.85	-3.93		1.38	-3.59	-2.85	
부채비율	87.03	113.30	329.58		269.41	329.58	308.26	
자본유보율	773.52	833.75	775.62		972.10	775.62	792.60	
EPS(원)	6	111	-661		398	-739	76	
PER(배)	754.06	58.46	N/A		62.30	N/A	N/A	
BPS(원)	4,545	4,661	4,334		5,421	4,334	4,430	
PBR(배)	1.01	1.39	1.11		0.97	1.11	0.79	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	4,751,401	4,751,401	5,469,035		5,469,035	5,469,035	5,636,374	
