	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,088	877	1,352		378	374	306	
영업이익	48	10	117		45	39	18	
영업이익(발표기준)	48	10	117		45	39	18	
세전계속사업이익	30	15	152		41	69	22	
당기순이익	28	16	121		31	62	11	
당기순이익(지배)	28	16	121		31	62	11	
당기순이익(비지배)	0							
자산총계	797	784	964		887	970	964	
부채총계	164	137	197		192	208	197	
자본총계	633	648	767		695	761	767	
자본총계(지배)	633	647	766		695	760	766	
자본총계(비지배)	0							
자본금	30	30	30		30	30	30	
영업활동현금흐름	42	28	100		-8	40	92	
투자활동현금흐름	-5	-78	-66		30	-10	-105	
재무활동현금흐름	-20	-29	-7		0	-2	1	
CAPEX	17	34	54		9	5	29	
FCF	25	-5	46		-17	35	63	
이자발생부채	20	0	1		0	0	1	
영업이익률	4.44	1.13	8.69		11.79	10.52	5.97	
순이익률	2.55	1.83	8.94		8.09	16.60	3.57	
ROE(%)	4.38	2.49	17.15		8.73	16.96	17.15	
ROA(%)	3.39	2.02	13.83		6.95	13.28	13.83	
부채비율	25.89	21.12	25.65		27.56	27.35	25.65	
자본유보율	2,032.06	2,054.38	2,432.54		2,193.53	2,402.09	2,432.54	
EPS(원)	461	266	2,019		509	1,039	185	
PER(배)	20.79	27.16	5.67		9.59	6.02	5.67	
BPS(원)	10,543	10,788	12,767		11,584	12,660	12,767	
PBR(배)	0.91	0.67	0.90		0.81	0.94	0.90	
현금DPS(원)	150	100	200		0	0	200	
현금배당수익률	1.57	1.39	1.75					
현금배당성향(%)	32.56	37.62	9.90		0.00	0.00	108.40	
발행주식수(보통주)	6,000,000	6,000,000	6,000,000		6,000,000	6,000,000	6,000,000	
