	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	364	322	275		74	75	60	
영업이익	17	5	11		-2	7	2	
영업이익(발표기준)	17	5	11		-2	7	2	
세전계속사업이익	3	1	4		-1	-3	6	
당기순이익	4	5	1		-2	-4	5	
당기순이익(지배)	4	5	1		-2	-4	5	
당기순이익(비지배)								
자산총계	403	434	455		470	455	477	
부채총계	81	107	57		57	57	36	
자본총계	322	327	398		413	398	440	
자본총계(지배)	322	327	398		413	398	440	
자본총계(비지배)								
자본금	118	118	144		144	144	144	
영업활동현금흐름	-14	46	54		11	11	-42	
투자활동현금흐름	-29	-17	-127		-73	-7	-5	
재무활동현금흐름	70	0	3		0	3	0	
CAPEX	3	2	9		3	6	0	
FCF	-17	44	45		7	5	-42	
이자발생부채	67	70	3		0	3	0	
영업이익률	4.60	1.46	4.13		-2.50	9.92	2.92	
순이익률	1.23	1.64	0.30		-2.79	-5.34	8.58	
ROE(%)	1.39	1.63	0.23		0.22	0.23	3.06	
ROA(%)	1.12	1.26	0.19		0.18	0.19	2.59	
부채비율	25.13	32.90	14.28		13.80	14.28	8.28	
자본유보율	177.42	179.16	179.56		182.84	179.56	208.71	
EPS(원)	19	22	3		-7	-14	18	
PER(배)	95.48	77.37	647.60		598.83	647.61	37.91	
BPS(원)	1,361	1,379	1,388		1,438	1,388	1,534	
PBR(배)	1.32	1.25	1.43		1.32	1.43	1.07	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	23,690,705	23,690,705	28,705,031		28,705,031	28,705,031	28,705,031	
