	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	1,090	256	304		76	78	105	
영업이익	-97	-79	-101		-23	-69	-5	
영업이익(발표기준)	-93	-79	-101		-23	-69	-5	
세전계속사업이익	-232	-131	-132		-11	-67	-11	
당기순이익	-253	-162	-302		-11	-67	-11	
당기순이익(지배)	-196	-139	-195		-9	-64	-9	
당기순이익(비지배)	-57	-23						
자산총계	1,659	1,900	841		827	754	718	
부채총계	747	1,101	214		203	207	172	
자본총계	912	799	626		623	547	546	
자본총계(지배)	636	527	648		647	575	546	
자본총계(비지배)	276	272						
자본금	805	816	1,143		1,143	1,143	1,143	
영업활동현금흐름	-51	-20	-115		-6	1	-30	
투자활동현금흐름	-51	-265	-267		-15	27	-10	
재무활동현금흐름	208	339	230		-15	-2	0	
CAPEX	53	30	161		2	0	1	
FCF	-104	-50	-276		-8	1	-31	
이자발생부채	517	641	82		68	67	66	
영업이익률	-8.94	-30.89	-33.33		-29.70	-88.79	-4.76	
순이익률	-23.20	-63.26	-99.34		-14.08	-86.12	-10.89	
ROE(%)	-27.89	-23.85	-33.20		-29.51	-31.22	-37.01	
ROA(%)	-14.81	-9.11	-22.02		-21.63	-19.54	-19.20	
부채비율	81.89	137.77	34.23		32.62	37.87	31.44	
자본유보율	-21.60	-35.94	-43.32		-43.35	-49.47	-52.14	
EPS(원)	-267	-184	-241		-9	-63	-9	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	850	696	636		635	564	536	
PBR(배)	1.37	1.50	0.74		0.80	0.75	0.56	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00		0.00	0.00	0.00	
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	74,765,582	75,733,763	101,798,997		101,798,997	101,798,997	101,798,997	
