	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	240	235	205		61	37	33	
영업이익	22	21	6		2	1	-3	
영업이익(발표기준)	22	21	6		2	1	-3	
세전계속사업이익	8	37	-12		-12	5	-7	
당기순이익	7	28	-12		-9	1	-6	
당기순이익(지배)	7	28	-12		-9	1	-6	
당기순이익(비지배)								
자산총계	418	539	486		546	518	486	
부채총계	190	291	155		310	232	155	
자본총계	229	248	331		236	287	331	
자본총계(지배)	229	242	331		235	285	331	
자본총계(비지배)								
자본금	37	37	48		37	43	48	
영업활동현금흐름	-72	25	-1		0	-14	13	
투자활동현금흐름	-25	-90	-13		29	10	-15	
재무활동현금흐름	68	101	-14		2	-2	-17	
CAPEX	14	7	25		4	1	3	
FCF	-86	18	-26		-4	-15	10	
이자발생부채	135	188	131		204	176	131	
영업이익률	9.33	8.80	2.75		3.78	3.42	-7.92	
순이익률	2.96	11.95	-5.82		-15.53	3.11	-17.00	
ROE(%)	4.30		-4.14		3.15	1.28	-4.14	
ROA(%)	1.74		-2.32		1.42	0.50	-2.32	
부채비율	82.87	117.73	46.90		131.46	80.85	46.90	
자본유보율	453.48	516.37	554.19		496.45	535.18	554.19	
EPS(원)	116	385	-152		-128	15	-63	
PER(배)	51.24	10.50	N/A		48.07	204.06	N/A	
BPS(원)	3,100	3,362	3,488		3,262	3,421	3,488	
PBR(배)	1.92	1.20	2.81		1.45	2.66	2.81	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	7,380,944	7,380,944	9,672,944		7,380,944	8,526,944	9,672,944	
