	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	395	411	408		164	-38	100	
영업이익	-100	-95	-108		-14	-33	-9	
영업이익(발표기준)	-100	-95	-108		-14	-33	-9	
세전계속사업이익	-293	-279	-185		-18	-112	-7	
당기순이익	-256	-252	-215		-18	-140	-14	
당기순이익(지배)	-255	-244	-201		-18	-130	-13	
당기순이익(비지배)	-2							
자산총계	961	1,058	862		1,022	862	826	
부채총계	496	460	384		409	384	359	
자본총계	465	597	477		613	477	468	
자본총계(지배)	463	590	475		609	475	464	
자본총계(비지배)	2							
자본금	90	122	134		132	134	134	
영업활동현금흐름	-29	-39	4		18	27	-4	
투자활동현금흐름	-132	-245	27		-12	56	3	
재무활동현금흐름	123	302	-18		-14	-81	-8	
CAPEX	25	13	12		1	1	0	
FCF	-54	-53	-8		18	27	-4	
이자발생부채	414	336	263		277	263	255	
영업이익률	-25.36	-22.99	-26.49		-8.59	85.15	-8.66	
순이익률	-65.01	-61.23	-52.64		-11.21	366.27	-13.83	
ROE(%)	-57.97	-46.43	-37.84		-37.74	-37.84	-34.81	
ROA(%)	-29.34	-24.94	-22.37		-23.75	-22.37	-22.26	
부채비율	106.70	77.12	80.54		66.79	80.54	76.71	
자본유보율	444.91	429.57	295.49		400.02	295.49	286.18	
EPS(원)	-1,611	-1,125	-777		-67	-487	-49	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,620	2,451	1,799		2,325	1,799	1,759	
PBR(배)	3.11	2.20	1.46		1.08	1.46	1.01	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	18,024,493	24,376,456	26,702,985		26,485,736	26,702,985	26,702,985	
