	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	844	1,213	1,410		599	459	600	
영업이익	-45	-34	15		-5	39	46	
영업이익(발표기준)	-45	-34	15		-5	39	46	
세전계속사업이익	7	-67	18		24	47	51	
당기순이익	7	-67	5		22	36	40	
당기순이익(지배)	7	-67	5		22	36	40	
당기순이익(비지배)	0							
자산총계	998	800	2,053		1,824	2,053	2,070	
부채총계	308	61	673		709	673	696	
자본총계	691	739	1,379		1,115	1,379	1,374	
자본총계(지배)	686	734	1,375		1,111	1,375	1,370	
자본총계(비지배)	4							
자본금	245	484	1,097		904	1,097	1,097	
영업활동현금흐름	-197	-76	-67		-139	92	67	
투자활동현금흐름	-459	123	-1,033		-626	-406	-80	
재무활동현금흐름	682	-102	1,253		577	463	-13	
CAPEX	0	10	3		2	0	1	
FCF	-198	-86	-70		-141	92	66	
이자발생부채	290	47	459		380	459	451	
영업이익률	-5.33	-2.84	1.05		-0.87	8.43	7.59	
순이익률	0.84	-5.53	0.33		3.68	7.83	6.65	
ROE(%)	1.49	-9.44	0.44		-6.29	0.44	5.22	
ROA(%)	1.02	-7.46	0.33		-4.31	0.33	3.82	
부채비율	44.52	8.30	48.81		63.53	48.81	50.67	
자본유보율	258.19	99.76	38.35		48.74	38.35	42.03	
EPS(원)	6	-36	1		5	7	7	
PER(배)	57.76	N/A	174.09		N/A	174.09	15.11	
BPS(원)	560	303	251		246	251	250	
PBR(배)	0.64	0.64	0.89		1.08	0.89	0.75	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	122,690,174	242,188,696	548,342,542		452,188,696	548,342,542	548,342,542	
