	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	307	257	198		53	45	42	
영업이익	3	-31	-36		-7	-6	-22	
영업이익(발표기준)	3	-31	-36		-7	-6	-22	
세전계속사업이익	2	-10	-34		-7	-4	-23	
당기순이익	2	-10	-34		-7	-4	-23	
당기순이익(지배)	2	-10	-34		-7	-4	-23	
당기순이익(비지배)								
자산총계	221	223	212		237	232	212	
부채총계	24	21	38		41	40	38	
자본총계	197	202	174		196	192	174	
자본총계(지배)	197	202	174		196	192	174	
자본총계(비지배)								
자본금	70	70	71		70	70	71	
영업활동현금흐름	-37	-10	18		-4	14	-3	
투자활동현금흐름	195	0	16		0	5	10	
재무활동현금흐름	-164		-2		-4	-2	4	
CAPEX	3	1	0		0	0	0	
FCF	-40	-12	18		-4	14	-3	
이자발생부채	0	0	15		34	17	15	
영업이익률	0.87	-12.07	-18.04		-13.80	-13.08	-52.60	
순이익률	0.59	-3.91	-17.00		-12.76	-8.81	-55.88	
ROE(%)		-5.03	-17.92		-3.99	-5.78	-17.92	
ROA(%)		-4.52	-15.48		-3.43	-4.96	-15.48	
부채비율	12.23	10.49	21.81		20.79	20.91	21.81	
자본유보율	186.95	192.70	151.22		183.56	177.85	151.22	
EPS(원)	13	-72	-240		-49	-29	-165	
PER(배)	198.89	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,406	1,442	1,229		1,398	1,369	1,229	
PBR(배)	1.83	1.57	5.37		1.57	1.36	5.37	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	14,016,600	14,016,600	14,136,600		14,016,600	14,016,600	14,136,600	
