	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	276	171	190		32	65	54	
영업이익	-53	-74	-64		-12	-6	-42	
영업이익(발표기준)	-53	-74	-64		-12	-6	-42	
세전계속사업이익	-56	-70	-77		-13	-7	-54	
당기순이익	-52	-74	-82		-14	-8	-55	
당기순이익(지배)	-51	-74	-80		-13	-8	-55	
당기순이익(비지배)	-1							
자산총계	305	214	147		198	204	147	
부채총계	38	22	29		24	38	29	
자본총계	267	193	117		174	166	117	
자본총계(지배)	266	194	117		176	168	117	
자본총계(비지배)	1							
자본금	38	38	38		38	38	38	
영업활동현금흐름	-13	-24	-5		-10	12	-5	
투자활동현금흐름	-3	-27	13		28	-16	-2	
재무활동현금흐름			-1		-1		-1	
CAPEX	0	0	0		0		0	
FCF	-13	-24	-5		-10	12	-5	
이자발생부채	0	0	1		2	2	1	
영업이익률	-19.10	-43.40	-34.03		-37.57	-8.72	-78.13	
순이익률	-18.77	-43.37	-43.09		-43.58	-11.81	-101.71	
ROE(%)	-17.52	-32.09	-51.59		-32.89	-32.11	-51.59	
ROA(%)	-15.30	-28.51	-45.24		-30.11	-28.10	-45.24	
부채비율	14.20	11.21	25.09		14.01	22.87	25.09	
자본유보율	612.33	422.90	223.72		376.70	356.54	223.72	
EPS(원)	-666	-962	-1,045		-164	-101	-714	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	3,517	2,557	1,548		2,323	2,221	1,548	
PBR(배)	1.34	1.34	1.80		1.48	1.37	1.80	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	7,669,128	7,669,128	7,669,128		7,669,128	7,669,128	7,669,128	
