	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	137	455	387		81	69	65	
영업이익	4	17	10		-2	-7	-8	
영업이익(발표기준)	4	17	10		-2	-7	-8	
세전계속사업이익	-7	15	18		0	-3	-8	
당기순이익	-43	11	9		0	-3	-7	
당기순이익(지배)	-43	10	8		-1	-3	-7	
당기순이익(비지배)	0	1						
자산총계	837	809	812		826	813	802	
부채총계	96	65	54		63	49	46	
자본총계	741	745	759		763	764	756	
자본총계(지배)	735	738	751		755	755	747	
자본총계(비지배)	7	7						
자본금	77	77	77		77	77	77	
영업활동현금흐름	1	25	23		13	-2	6	
투자활동현금흐름	-70	-52	-12		-78	-3	-14	
재무활동현금흐름	-253	0			0	0	0	
CAPEX	1	1	7		1	1	0	
FCF	0	23	15		12	-3	6	
이자발생부채		0	0		0	0	0	
영업이익률	2.77	3.73	2.49		-2.71	-9.58	-12.13	
순이익률	-31.33	2.42	2.32		-0.51	-3.69	-10.13	
ROE(%)	-4.84	1.42	1.13		0.47	-0.17	-1.01	
ROA(%)	-4.36	1.34	1.11		0.50	-0.08	-0.85	
부채비율	12.93	8.68	7.07		8.19	6.39	6.13	
자본유보율	1,210.83	1,228.66	1,237.07		1,234.96	1,231.20	1,223.52	
EPS(원)	-300	73	59		-4	-19	-47	
PER(배)	N/A	61.90	80.56		188.34	N/A	N/A	
BPS(원)	7,980	8,015	8,156		8,201	8,203	8,117	
PBR(배)	0.69	0.56	0.58		0.56	0.52	0.57	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	14,331,185	14,331,185	14,331,185		14,331,185	14,331,185	14,331,185	
