	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	613	716	741		180	179	202	
영업이익	36	32	10		0	3	3	
영업이익(발표기준)	36	32	10		0	3	3	
세전계속사업이익	28	31	12		-1	6	2	
당기순이익	21	22	10		-1	4	2	
당기순이익(지배)	21	22	10		-1	4	2	
당기순이익(비지배)								
자산총계	664	646	653		658	678	653	
부채총계	343	305	311		285	301	311	
자본총계	321	340	342		374	377	342	
자본총계(지배)	321	340	342		374	377	342	
자본총계(비지배)								
자본금	61	61	61		61	61	61	
영업활동현금흐름	19	61	25		0	15	0	
투자활동현금흐름	-5	0	-30		-23	-4	-2	
재무활동현금흐름	-8	-34	-11		-4	-2	-2	
CAPEX	6	3	1		0	0	0	
FCF	14	58	24		0	14	-1	
이자발생부채	185	152	142		147	144	142	
영업이익률	5.86	4.44	1.37		-0.21	1.80	1.65	
순이익률	3.38	3.11	1.30		-0.36	2.49	0.92	
ROE(%)	5.81	6.73	2.83		5.21	5.80	2.83	
ROA(%)	3.04	3.40	1.48		2.88	3.27	1.48	
부채비율	106.93	89.74	91.18		76.16	79.94	91.18	
자본유보율	428.22	460.42	470.07		516.27	523.58	470.07	
EPS(원)	1,708	1,833	793		-54	366	153	
PER(배)	10.07	11.10	27.05		14.21	13.02	27.05	
BPS(원)	26,404	28,014	28,118		30,767	31,005	28,118	
PBR(배)	0.65	0.73	0.76		0.74	0.75	0.76	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	0.58	0.49	0.47					
현금배당성향(%)	5.86	5.46	12.61		0.00	0.00	65.40	
발행주식수(보통주)	1,214,878	1,214,878	1,214,878		1,214,878	1,214,878	1,214,878	
