	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	910	1,056	1,078		310	163	496	
영업이익	143	169	130		36	-1	47	
영업이익(발표기준)	143	169	130		36	-1	47	
세전계속사업이익	71	183	154		56	-18	70	
당기순이익	71	137	146		49	-3	60	
당기순이익(지배)	71	137	146		49	-3	60	
당기순이익(비지배)								
자산총계	536	890	990		995	990	1,247	
부채총계	265	260	230		224	230	439	
자본총계	271	630	760		771	760	808	
자본총계(지배)	271	630	760		771	760	808	
자본총계(비지배)								
자본금	19	25	50		50	50	50	
영업활동현금흐름	234	178	229		113	6	-41	
투자활동현금흐름	-176	-172	-399		-208	-99	67	
재무활동현금흐름		192	-30		1	-2	0	
CAPEX	184	77	140		24	79	32	
FCF	50	102	90		89	-74	-73	
이자발생부채	50	22	12		14	12	12	
영업이익률	15.66	15.97	12.09		11.72	-0.66	9.39	
순이익률	7.78	12.96	13.53		15.92	-1.61	12.13	
ROE(%)	43.00	30.38	21.00		20.41	21.00	20.73	
ROA(%)	16.66	19.19	15.52		15.63	15.52	13.78	
부채비율	97.90	41.27	30.26		29.10	30.26	54.30	
자본유보율	1,372.21	2,505.41	1,466.95		1,473.32	1,466.95	1,547.55	
EPS(원)	1,151	1,648	1,461		493	-26	600	
PER(배)		4.05	9.99		7.61	9.99	5.58	
BPS(원)	3,654	6,461	7,695		7,802	7,695	8,183	
PBR(배)	0.00	1.03	1.90		1.42	1.90	1.04	
현금DPS(원)	0	203	200		0	200	0	
현금배당수익률		3.04	1.37					
현금배당성향(%)	0.00	14.25	13.53		0.00	-754.30	0.00	
발행주식수(보통주)	7,414,633	9,908,466	10,030,011		10,030,011	10,030,011	10,030,011	
