	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	908	883	851		237	163	252	
영업이익	11	5	54		18	7	18	
영업이익(발표기준)	11	5	54		18	7	18	
세전계속사업이익	2	-7	41		15	4	14	
당기순이익	-1	-3	33		12	3	11	
당기순이익(지배)	-1	-3	33		12	3	11	
당기순이익(비지배)								
자산총계	703	686	682		700	777	682	
부채총계	367	356	330		362	436	330	
자본총계	337	330	351		338	341	351	
자본총계(지배)	337	330	351		338	341	351	
자본총계(비지배)								
자본금	42	42	62		42	62	62	
영업활동현금흐름	42	94	-32		39	-33	0	
투자활동현금흐름	-8	-3	-10		-2	-5	-5	
재무활동현금흐름	-18	-28	-45		-15	23	-55	
CAPEX	15	15	14		4	3	6	
FCF	27	79	-46		35	-36	-5	
이자발생부채	194	168	228		236	280	228	
영업이익률	1.20	0.61	6.29		7.76	4.07	7.01	
순이익률	-0.15	-0.33	3.84		5.18	1.79	4.26	
ROE(%)	-0.40	-0.89	9.62		3.94	7.84	9.62	
ROA(%)	-0.19	-0.43	4.79		1.95	3.52	4.79	
부채비율	108.94	107.97	94.07		107.13	127.97	94.07	
자본유보율	733.20	717.30	486.42		735.63	469.86	486.42	
EPS(원)	-11	-24	262		98	23	86	
PER(배)	N/A	N/A	9.05		22.87	10.92	9.05	
BPS(원)	2,773	2,717	2,894		2,785	2,810	2,894	
PBR(배)	0.69	0.67	0.82		0.87	0.82	0.82	
현금DPS(원)	14	95	120		0	0	120	
현금배당수익률	0.71	5.21	5.06					
현금배당성향(%)	-119.11	-383.79	44.49		0.00	0.00	135.64	
발행주식수(보통주)	12,500,976	12,500,976	12,500,976		12,500,976	12,500,976	12,500,976	
