	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,556	1,712	2,305		564	618	610	
영업이익	24	69	81		20	18	19	
영업이익(발표기준)	24	69	81		20	18	19	
세전계속사업이익	-24	79	94		21	18	25	
당기순이익	-34	59	73		15	10	23	
당기순이익(지배)	-34	59	73		15	10	23	
당기순이익(비지배)								
자산총계	1,395	2,220	2,339		2,245	2,493	2,339	
부채총계	485	766	812		750	989	812	
자본총계	910	1,454	1,527		1,495	1,504	1,527	
자본총계(지배)	910	1,454	1,527		1,495	1,504	1,527	
자본총계(비지배)								
자본금	246	291	291		291	291	291	
영업활동현금흐름	79	34	29		-98	140	-36	
투자활동현금흐름	-150	-163	-94		-78	-75	-38	
재무활동현금흐름	267	-23	-10		-3	-3	-3	
CAPEX	5	24	20		1	4	15	
FCF	74	10	9		-99	136	-51	
이자발생부채	0		74		78	76	74	
영업이익률	1.54	4.02	3.53		3.48	2.86	3.17	
순이익률	-2.19	3.47	3.17		2.69	1.57	3.72	
ROE(%)	-4.28		4.91		6.92	6.22	4.91	
ROA(%)	-2.73		3.21		4.74	3.96	3.21	
부채비율	53.32	52.66	53.18		50.17	65.72	53.18	
자본유보율	267.54	406.50	431.17		420.54	423.88	431.17	
EPS(원)	-72	116	126		26	17	39	
PER(배)	N/A	41.45	28.01		27.41	27.08	28.01	
BPS(원)	1,849	2,518	2,644		2,588	2,605	2,644	
PBR(배)	2.57	1.91	1.33		1.60	1.37	1.33	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	49,192,753	58,115,438	58,115,438		58,115,438	58,115,438	58,115,438	
