	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	515	610	590		143	165	159	
영업이익	6	42	52		18	17	15	
영업이익(발표기준)	6	42	52		18	17	15	
세전계속사업이익	-1	42	30		18	14	-6	
당기순이익	-4	46	22		17	12	-10	
당기순이익(지배)	-4	46	22		17	12	-10	
당기순이익(비지배)	0							
자산총계	657	770	754		796	827	754	
부채총계	138	114	118		120	141	118	
자본총계	520	656	637		676	686	637	
자본총계(지배)	519	656	637		676	686	637	
자본총계(비지배)	0							
자본금	234	234	234		234	234	234	
영업활동현금흐름	17	20	105		38	28	-10	
투자활동현금흐름	-87	-30	-24		-16	-6	-3	
재무활동현금흐름	41	-26	-22		-3	-2	-2	
CAPEX	30	18	26		3	8	10	
FCF	-12	2	79		35	20	-20	
이자발생부채	67	41	34		35	36	34	
영업이익률	1.12	6.86	8.89		12.53	10.23	9.49	
순이익률	-0.84	7.58	3.77		11.86	7.17	-6.13	
ROE(%)	-0.87	7.88	3.45		7.67	7.86	3.45	
ROA(%)	-0.67	6.49	2.91		6.63	6.57	2.91	
부채비율	26.50	17.29	18.51		17.82	20.51	18.51	
자본유보율	139.95	161.60	169.43		169.17	173.74	169.43	
EPS(원)	-9	99	48		36	25	-21	
PER(배)	N/A	9.14	27.02		9.32	9.85	27.02	
BPS(원)	1,126	1,423	1,380		1,465	1,488	1,380	
PBR(배)	1.02	0.63	0.93		0.70	0.75	0.93	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	46,885,499	46,885,499	46,885,499		46,885,499	46,885,499	46,885,499	
