	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	484	511	563	493				
영업이익	32	9	38	30				
영업이익(발표기준)	32	9	38					
세전계속사업이익	13	11	42	32				
당기순이익	13	17	44	29				
당기순이익(지배)	13	17	44	29				
당기순이익(비지배)								
자산총계	320	530	586		461		586	
부채총계	269	459	318		356		318	
자본총계	50	71	268		105		268	
자본총계(지배)	50	71	268		105		268	
자본총계(비지배)								
자본금	24	25	31		25		31	
영업활동현금흐름	27	-81	38					
투자활동현금흐름	-37	-35	-60					
재무활동현금흐름	5	111	65					
CAPEX	44	31	42					
FCF	-17	-112	-4		0		0	
이자발생부채	179	280	213		253		213	
영업이익률	6.55	1.79	6.80	6.08				
순이익률	2.63	3.32	7.89	5.88				
ROE(%)		28.08	26.22					
ROA(%)		4.00	7.96					
부채비율	534.15	650.64	118.39		339.93		118.39	
자본유보율	131.59	203.99	774.76		341.08		774.76	
EPS(원)	287	346	854	460				
PER(배)			13.82	19.39				
BPS(원)	1,060	1,422	4,267		2,111		4,267	
PBR(배)	0.00	0.00	2.77		0.00		2.77	
현금DPS(원)	0	0			0	0		
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00					
발행주식수(보통주)	4,390,064	4,484,416	6,285,432		4,484,416	4,484,416	6,285,432	
