	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	409	343	528		111	160	117	
영업이익	-40	-54	-89		-18	-5	-45	
영업이익(발표기준)	-40	-54	-89		-18	-5	-45	
세전계속사업이익	-171	-198	-139		-14	10	-118	
당기순이익	-171	-203	-144		-15	12	-123	
당기순이익(지배)	-171	-201	-101		-7	11	-94	
당기순이익(비지배)								
자산총계	1,102	1,173	965		1,098	1,117	965	
부채총계	147	202	96		159	127	96	
자본총계	955	971	870		939	991	870	
자본총계(지배)	955	758	699		740	792	699	
자본총계(비지배)								
자본금	164	164	168		164	168	168	
영업활동현금흐름	186	-67	-83		25	19	-68	
투자활동현금흐름	-247	135	-16		7	-24	0	
재무활동현금흐름	-60	0	-10		-5	-1	-3	
CAPEX	1		0				0	
FCF	185	-67	-83		25	19	-69	
이자발생부채	43	42	3		50	4	3	
영업이익률	-9.73	-15.65	-16.88		-16.17	-3.38	-38.35	
순이익률	-41.82	-59.30	-27.19		-13.66	7.29	-105.28	
ROE(%)	-16.34	-23.50	-13.86				-13.86	
ROA(%)	-13.37	-17.87	-13.43				-13.43	
부채비율	15.44	20.83	11.02		16.93	12.77	11.02	
자본유보율	493.63	377.01	330.48		366.12	385.37	330.48	
EPS(원)	-531	-624	-309		-23	34	-285	
PER(배)	N/A	N/A	N/A			N/A	N/A	
BPS(원)	2,995	2,373	2,135		2,318	2,417	2,135	
PBR(배)	4.86	1.94	2.18		2.06	1.89	2.18	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	32,220,893	32,278,430	33,094,756		32,278,430	33,094,756	33,094,756	
