	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,383	1,339	1,110		322	290	274	
영업이익	75	102	21		12	0	-2	
영업이익(발표기준)	75	102	21		12	0	-2	
세전계속사업이익	46	95	29		13	0	4	
당기순이익	44	136	23		10	0	3	
당기순이익(지배)	44	136	23		10	0	3	
당기순이익(비지배)								
자산총계	835	928	1,051		922	929	1,051	
부채총계	450	249	341		219	223	341	
자본총계	385	679	710		703	707	710	
자본총계(지배)	385	679	710		703	707	710	
자본총계(비지배)								
자본금	241	74	74		74	74	74	
영업활동현금흐름	13	173	-19		-33	44	-24	
투자활동현금흐름	-14	-121	-11		29	19	0	
재무활동현금흐름	7	12	165		2	-3	172	
CAPEX	14	9	7		1	2	1	
FCF	-2	164	-26		-34	41	-26	
이자발생부채	193	45	157		40	38	157	
영업이익률	5.45	7.58	1.89		3.65	0.06	-0.61	
순이익률	3.21	10.14	2.10		3.18	0.07	1.08	
ROE(%)	12.25	25.52	3.36				3.36	
ROA(%)	5.81	15.40	2.36				2.36	
부채비율	117.12	36.61	48.07		31.19	31.56	48.07	
자본유보율	59.59	820.09	847.76		847.41	847.70	847.76	
EPS(원)	369	1,112	158		69	1	20	
PER(배)		9.31	55.14				55.14	
BPS(원)	3,192	4,600	4,807		4,761	4,786	4,807	
PBR(배)	0.00	2.25	1.81		2.24	2.16	1.81	
현금DPS(원)	0							
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	12,050,000	14,763,600	14,763,600		14,763,600	14,763,600	14,763,600	
