	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	2,019	2,282	3,977	5,558			923	791
영업이익	216	211	535	888			119	97
영업이익(발표기준)	216	211	535				119	
세전계속사업이익	60	186	521	917			158	115
당기순이익	76	182	417	709			116	
당기순이익(지배)	76	182	417	709			116	86
당기순이익(비지배)								
자산총계	1,992	2,408	4,305	5,066		4,305	4,471	
부채총계	1,510	1,401	1,642	2,064		1,642	1,682	
자본총계	482	1,008	2,664	3,002		2,664	2,789	
자본총계(지배)	482	1,008	2,664	3,003		2,664	2,789	
자본총계(비지배)								
자본금	71	88	114	104		114	114	
영업활동현금흐름	150	282	413	593			303	
투자활동현금흐름	-222	-284	-1,341	-765			-288	
재무활동현금흐름	46	117	1,205	40			32	
CAPEX	186	328	647	664			94	
FCF	-36	-46	-234	-190		0	208	
이자발생부채	1,212	1,011	986			986	1,059	
영업이익률	10.69	9.24	13.45	15.97			12.86	12.26
순이익률	3.77	7.96	10.48	12.76			12.60	
ROE(%)	17.97	24.37	22.69	25.04				
ROA(%)	3.92	8.25	12.41	15.14				
부채비율	313.01	138.97	61.63	68.74		61.63	60.30	
자본유보율	591.88	1,038.97	2,228.11			2,228.11	2,329.80	
EPS(원)	558	1,214	2,217	3,106			509	377
PER(배)			19.15	21.18				
BPS(원)	3,415	5,725	11,774	13,285		11,774	12,336	
PBR(배)	0.00	0.00	3.61	4.95		3.61	3.40	
현금DPS(원)	0	0	0	50		0		
현금배당수익률			0.00	0.08				
현금배당성향(%)	0.00	0.00	0.00	1.61				
발행주식수(보통주)	14,126,967	17,606,228	22,823,026		18,174,565	22,823,026	22,835,442	
