	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	156	143	133		10	52	23	
영업이익	-8	-29	-26		-16	-1	-11	
영업이익(발표기준)	-8	-29	-26		-16	-1	-11	
세전계속사업이익	35	-28	-23		-15	0	-12	
당기순이익	37	-27	-21		-15	1	-12	
당기순이익(지배)	38	-17	-7		-11	6	-8	
당기순이익(비지배)	-2							
자산총계	415	390	355		365	355	341	
부채총계	35	41	30		40	30	28	
자본총계	380	349	326		324	326	313	
자본총계(지배)	331	311	302		296	302	294	
자본총계(비지배)	49							
자본금	38	38	38		38	38	38	
영업활동현금흐름	37	-1	-8		0	-2	-22	
투자활동현금흐름	-6	-15	13		10	2	-1	
재무활동현금흐름	-7	-2						
CAPEX	1	6	0		0	0	0	
FCF	36	-8	-8		0	-2	-23	
이자발생부채	0	0	0		0	0	0	
영업이익률	-5.17	-20.51	-19.97		-148.57	-1.97	-50.37	
순이익률	23.54	-18.97	-16.14		-146.97	2.53	-54.56	
ROE(%)		-5.38	-2.17		-5.49	-2.17	-4.29	
ROA(%)		-6.74	-5.75		-7.51	-5.75	-8.15	
부채비율	9.29	11.65	9.14		12.46	9.14	9.02	
자본유보율	793.13	739.96	718.01		700.76	718.01	696.02	
EPS(원)	203	-91	-35		-59	33	-43	
PER(배)	8.04	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,928	1,812	1,764		1,726	1,764	1,715	
PBR(배)	0.85	0.95	0.94		0.79	0.94	0.48	
현금DPS(원)	10							
현금배당수익률	0.61							
현금배당성향(%)	4.46	0.00			0.00			
발행주식수(보통주)	18,900,000	18,900,000	18,900,000		18,900,000	18,900,000	18,900,000	
