	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,513	2,064	957		266	194	218	
영업이익	197	2	-308		-75	-76	-74	
영업이익(발표기준)	197	2	-308		-75	-76	-74	
세전계속사업이익	172	16	-304		-75	-72	-83	
당기순이익	176	17	-304		-76	-72	-83	
당기순이익(지배)	176	17	-304		-76	-72	-83	
당기순이익(비지배)								
자산총계	1,675	1,583	1,262		1,370	1,278	1,262	
부채총계	849	773	759		724	704	759	
자본총계	827	810	503		646	574	503	
자본총계(지배)	827	810	503		646	574	503	
자본총계(비지배)								
자본금	142	142	142		142	142	142	
영업활동현금흐름	366	182	-151		-61	-34	-56	
투자활동현금흐름	-59	-88	-97		-57	-31	-9	
재무활동현금흐름	-110	-45	72		-14	-13	99	
CAPEX	46	64	92		50	28	13	
FCF	320	118	-243		-111	-62	-70	
이자발생부채	485	470	566		482	469	566	
영업이익률	7.85	0.09	-32.18		-28.35	-39.31	-33.88	
순이익률	6.99	0.80	-31.78		-28.44	-36.83	-37.90	
ROE(%)	23.98	2.03						
ROA(%)	10.93	1.02						
부채비율	102.65	95.52	150.88		112.13	122.54	150.88	
자본유보율	484.47	472.51	256.03		356.68	306.09	256.03	
EPS(원)	620	59	-1,074		-267	-253	-292	
PER(배)	12.41	55.30	N/A					
BPS(원)	2,926	2,866	1,781		2,286	2,032	1,781	
PBR(배)	2.63	1.13	1.98		2.43	1.86	1.98	
현금DPS(원)	100	50						
현금배당수익률	1.30	1.54						
현금배당성향(%)	16.08	85.14	0.00		0.00	0.00	0.00	
발행주식수(보통주)	28,314,440	28,314,440	28,314,440		28,314,440	28,314,440		
