	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,471	1,620	1,634		412	473	455	
영업이익	-65	-40	37		10	21	15	
영업이익(발표기준)	-65	-40	37		10	21	15	
세전계속사업이익	-308	-66	20		8	9	21	
당기순이익	-306	-66	18		8	7	21	
당기순이익(지배)	-306	-66	18		8	7	21	
당기순이익(비지배)								
자산총계	1,504	1,636	1,642		1,567	1,642	1,534	
부채총계	974	846	844		766	844	713	
자본총계	530	791	798		801	798	820	
자본총계(지배)	530	791	798		801	798	820	
자본총계(비지배)								
자본금	436	595	595		595	595	595	
영업활동현금흐름	-46	15	-227		-5	-9	125	
투자활동현금흐름	9	-115	-26		-40	-34	12	
재무활동현금흐름	59	233	78		47	41	-121	
CAPEX	4	9	50		21	14	17	
FCF	-50	6	-278		-26	-23	107	
이자발생부채	482	371	455		412	455	334	
영업이익률	-4.41	-2.46	2.27		2.53	4.36	3.33	
순이익률	-20.80	-4.06	1.09		1.92	1.49	4.63	
ROE(%)	-45.85	-9.96	2.24		-2.96	2.24	5.51	
ROA(%)	-19.74	-4.19	1.09		-1.32	1.09	2.83	
부채비율	183.91	106.97	105.68		95.61	105.68	86.93	
자본유보율	21.43	33.00	34.48		34.74	34.48	38.02	
EPS(원)	-318	-66	15		7	6	18	
PER(배)	N/A	N/A	69.50		N/A	69.50	23.07	
BPS(원)	546	665	671		674	671	690	
PBR(배)	1.38	2.29	1.55		1.89	1.55	1.24	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	97,001,667	118,885,290	118,885,290		118,885,290	118,885,290	118,885,290	
