	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,402	1,444	1,431		320	347	475	
영업이익	106	55	64		27	14	39	
영업이익(발표기준)	106	55	64		27	14	39	
세전계속사업이익	103	45	46		27	14	22	
당기순이익	73	30	39		22	12	18	
당기순이익(지배)	73	30	38		22	12	17	
당기순이익(비지배)	0							
자산총계	1,049	1,054	1,102		1,034	1,139	1,102	
부채총계	412	392	406		369	461	406	
자본총계	637	663	696		665	678	696	
자본총계(지배)	635	660	693		663	675	693	
자본총계(비지배)	3							
자본금	70	71	73		73	73	73	
영업활동현금흐름	59	12	32		27	-104	106	
투자활동현금흐름	-35	-22	-27		-1	-13	-3	
재무활동현금흐름	-21	-11	-5		3	100	-96	
CAPEX	25	18	19		3	6	1	
FCF	33	-6	13		24	-110	106	
이자발생부채	68	63	65		61	161	65	
영업이익률	7.57	3.82	4.50		8.55	4.09	8.16	
순이익률	5.22	2.09	2.73		6.99	3.59	3.77	
ROE(%)	12.14	4.66	5.68		5.88	7.14	5.68	
ROA(%)	7.26	2.87	3.62		3.85	4.42	3.62	
부채비율	64.59	59.07	58.27		55.43	68.03	58.27	
자본유보율	692.75	713.44	742.65		699.76	716.83	742.65	
EPS(원)	488	201	256		144	83	116	
PER(배)	13.52	19.95	16.57		15.40	12.16	16.57	
BPS(원)	4,293	4,467	4,688		4,484	4,566	4,688	
PBR(배)	1.54	0.90	0.91		0.87	0.83	0.91	
현금DPS(원)	47	48	49		0	0	49	
현금배당수익률	0.71	1.19	1.14		0.00	0.00		
현금배당성향(%)	9.43	23.32	18.67		0.00	0.00	41.17	
발행주식수(보통주)	14,991,767	14,991,767	14,991,767		14,991,767	14,991,767	14,991,767	
