	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,063	973	993		186	283	302	
영업이익	42	37	44		6	-3	26	
영업이익(발표기준)	42	37	44		6	-3	26	
세전계속사업이익	159	77	84		11	5	37	
당기순이익	129	61	64		9	5	31	
당기순이익(지배)	129	61	64		9	5	31	
당기순이익(비지배)								
자산총계	868	865	912		957	912	1,039	
부채총계	209	166	157		207	157	262	
자본총계	659	699	755		750	755	776	
자본총계(지배)	659	699	755		750	755	776	
자본총계(비지배)								
자본금	41	41	41		41	41	41	
영업활동현금흐름	143	6	67		-57	40	56	
투자활동현금흐름	-180	-6	-113		-22	-50	-11	
재무활동현금흐름	-2	-6	-20		-2	-7	-3	
CAPEX	4	30	3		0	1	11	
FCF	139	-24	64		-57	39	46	
이자발생부채	18	23	10		17	10	18	
영업이익률	3.96	3.84	4.38		3.36	-1.16	8.69	
순이익률	12.14	6.27	6.47		4.60	1.72	10.20	
ROE(%)	21.64	8.99	8.83		6.42	8.83	9.38	
ROA(%)	16.16	7.05	7.23		5.19	7.23	7.17	
부채비율	31.77	23.69	20.83		27.58	20.83	33.82	
자본유보율	1,987.59	2,114.10	2,249.91		2,238.15	2,249.91	2,304.70	
EPS(원)	1,563	739	777		104	59	372	
PER(배)	7.01	10.01	11.83		15.04	11.83	9.74	
BPS(원)	7,973	8,598	9,288		9,229	9,288	9,579	
PBR(배)	1.37	0.86	0.99		0.93	0.99	0.86	
현금DPS(원)	100	100	100		0	100		
현금배당수익률	0.91	1.35	1.09					
현금배당성향(%)	6.40	13.32	12.66		0.00	167.50		
발행주식수(보통주)	8,260,000	8,260,000	8,260,000		8,260,000	8,260,000	8,260,000	
