	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	161	184	176		40	47	43	
영업이익	7	-19	8		1	4	-2	
영업이익(발표기준)	7	-19	8		1	4	-2	
세전계속사업이익	8	-89	-27		-2	-2	-25	
당기순이익	8	-99	-30		-2	-2	-28	
당기순이익(지배)	8	-99	-30		-2	-2	-28	
당기순이익(비지배)								
자산총계	244	346	540		540	417	540	
부채총계	30	188	128		203	82	128	
자본총계	214	157	412		337	335	412	
자본총계(지배)	214	157	412		337	335	412	
자본총계(비지배)								
자본금	308	67	155		117	117	155	
영업활동현금흐름	10	8	11		0	0	8	
투자활동현금흐름	-14	-99	-246		-112	148	-159	
재무활동현금흐름		227	203		-1	-133	156	
CAPEX	3	3	8		4	1	0	
FCF	8	5	3		-4	0	8	
이자발생부채	0	153	89		168	39	89	
영업이익률	4.24	-10.36	4.73		2.43	9.50	-4.12	
순이익률	4.95	-53.82	-16.96		-4.42	-4.51	-63.97	
ROE(%)	3.78	-53.47	-10.47		-32.88	-28.71	-10.47	
ROA(%)	3.31	-33.65	-6.74		-22.93	-20.40	-6.74	
부채비율	14.19	119.78	30.99		60.03	24.35	30.99	
자본유보율	-20.74	230.25	214.64		242.66	231.89	214.64	
EPS(원)	58	-701	-134		-8	-9	-99	
PER(배)	61.63	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,546	1,041	1,334		1,439	1,431	1,334	
PBR(배)	2.29	2.28	1.47		1.81	1.31	1.47	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	13,849,655	15,099,400	30,904,808		23,447,181	23,447,181	30,904,808	
