	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	270	469	320			105	69	
영업이익	16	42	10			2	-6	
영업이익(발표기준)	16	42	10			2	-6	
세전계속사업이익	10	40	9			4	-10	
당기순이익	7	32	13			3	-7	
당기순이익(지배)	7	33	13			3	-8	
당기순이익(비지배)								
자산총계	224	484	591			616	591	
부채총계	109	287	287			303	287	
자본총계	116	197	304			313	304	
자본총계(지배)	116	197	304			313	304	
자본총계(비지배)								
자본금	5	7	8			8	8	
영업활동현금흐름	24	20	-27				-32	
투자활동현금흐름	-6	-5	-75				-58	
재무활동현금흐름	-4	12	125				9	
CAPEX	2	21	1				0	
FCF	21	-1	-28			0	-31	
이자발생부채	17	106	140			129	140	
영업이익률	5.90	8.86	3.15			1.57	-7.99	
순이익률	2.43	6.90	4.13			3.12	-10.53	
ROE(%)	5.82		5.22					
ROA(%)	3.02		2.46					
부채비율	93.89	146.15	94.15			96.84	94.15	
자본유보율	2,213.08	3,563.10	3,961.95			4,067.61	3,961.95	
EPS(원)	131	533	179			43	-92	
PER(배)			37.47					
BPS(원)	2,313	2,925	4,106			4,223	4,106	
PBR(배)	0.00	0.00	1.64			1.85	1.64	
현금DPS(원)	30	20	20		0	0	20	
현금배당수익률			0.30					
현금배당성향(%)	22.88	3.26	11.33			0.00	-19.76	
발행주식수(보통주)	5,000,000	6,725,700	8,145,700		6,725,700	8,145,700	8,145,700	
