	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,096	1,017	965		242	247	215	
영업이익	-216	6	-103		-1	0	-104	
영업이익(발표기준)	-216	6	-103		-1	0	-104	
세전계속사업이익	1,947	-1,246	-396		-344	-193	-247	
당기순이익	1,434	-953	-364		-228	-152	-238	
당기순이익(지배)	1,435	-953	-364		-228	-152	-238	
당기순이익(비지배)	-1							
자산총계	6,240	3,802	3,404		4,044	3,713	3,404	
부채총계	3,220	1,761	1,743		1,977	1,798	1,743	
자본총계	3,019	2,040	1,660		2,067	1,915	1,660	
자본총계(지배)	3,019	2,040	1,659		2,067	1,915	1,659	
자본총계(비지배)								
자본금	646	646	646		646	646	646	
영업활동현금흐름	27	39	-24		1	-3	11	
투자활동현금흐름	-386	-118	-54		19	-17	-67	
재무활동현금흐름	102	47	77		14	-15	67	
CAPEX	11	15	6		7	-5	6	
FCF	16	24	-29		-6	2	6	
이자발생부채	356	386	527		512	501	527	
영업이익률	-19.71	0.56	-10.71		-0.23	-0.19	-48.50	
순이익률	130.78	-93.72	-37.71		-94.06	-61.58	-110.57	
ROE(%)	60.32	-37.66	-19.68		-97.00	-115.72	-19.68	
ROA(%)	33.84	-18.98	-10.11		-41.99	-48.73	-10.11	
부채비율	106.66	86.31	104.99		95.68	93.89	104.99	
자본유보율	348.59	194.81	137.55		198.30	174.73	137.55	
EPS(원)	1,111	-738	-282		-176	-118	-184	
PER(배)	1.04	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,339	1,580	1,285		1,601	1,483	1,285	
PBR(배)	0.50	0.64	0.85		0.67	0.67	0.85	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	129,124,213	129,124,213	129,124,213		129,124,213	129,124,213	129,124,213	
