	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,809	2,613	1,947		555	614	671	
영업이익	168	299	88		63	59	-11	
영업이익(발표기준)	168	299	88		63	59	-11	
세전계속사업이익	161	273	93		90	62	-39	
당기순이익	176	265	80		87	39	-26	
당기순이익(지배)	176	265	80		87	39	-26	
당기순이익(비지배)								
자산총계	1,462	2,273	2,610		2,321	2,007	2,610	
부채총계	366	1,187	1,451		1,171	817	1,451	
자본총계	1,096	1,086	1,158		1,150	1,190	1,158	
자본총계(지배)	1,096	1,086	1,158		1,150	1,190	1,158	
자본총계(비지배)								
자본금	706	706	706		706	706	706	
영업활동현금흐름	-95	512	-125		-91	-169	242	
투자활동현금흐름	130	-542	393		247	-47	-44	
재무활동현금흐름	-210	-57	-7		-5	-4	4	
CAPEX	50	18	22		2	3	2	
FCF	-145	493	-147		-93	-173	240	
이자발생부채	170	126	118		123	121	118	
영업이익률	9.29	11.46	4.50		11.38	9.57	-1.64	
순이익률	9.72	10.13	4.09		15.67	6.32	-3.86	
ROE(%)	17.42	24.28	7.10		25.61	24.68	7.10	
ROA(%)	11.54	14.18	3.26		13.88	14.73	3.26	
부채비율	33.43	109.31	125.27		101.80	68.63	125.27	
자본유보율	60.29	63.10	73.40		72.21	77.86	73.40	
EPS(원)	1,248	1,876	564		616	275	-183	
PER(배)	9.13	4.26	12.89		3.90	3.47	12.89	
BPS(원)	7,953	8,025	8,562		8,500	8,795	8,562	
PBR(배)	1.43	1.00	0.85		0.96	0.82	0.85	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	14,116,015	14,116,015	14,116,015		14,116,015	14,116,015	14,116,015	
