	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	925	732	738		131	116	309	
영업이익	21	2	0		-7	-15	36	
영업이익(발표기준)	21	2	0		-7	-15	36	
세전계속사업이익	28	-10	-2		-5	-21	37	
당기순이익	22	-8	-3		-4	-17	30	
당기순이익(지배)	22	-8	-2		-4	-17	30	
당기순이익(비지배)	0							
자산총계	618	483	534		397	404	534	
부채총계	270	152	211		81	111	211	
자본총계	348	332	323		316	293	323	
자본총계(지배)	347	331	323		315	292	323	
자본총계(비지배)	1							
자본금	40	73	73		73	73	73	
영업활동현금흐름	66	-2	82		22	-49	86	
투자활동현금흐름	-5	8	9		0	1	-1	
재무활동현금흐름	-50	-7	-31		-10	5	-4	
CAPEX	4	1	1				1	
FCF	62	-2	81		22	-49	85	
이자발생부채	52	53	44		31	42	44	
영업이익률	2.29	0.24	0.04		-5.25	-13.31	11.82	
순이익률	2.37	-1.15	-0.35		-3.34	-14.75	9.79	
ROE(%)	6.20	-2.29	-0.69		-4.20	-5.79	-0.69	
ROA(%)	3.76	-1.53	-0.51		-3.15	-4.28	-0.51	
부채비율	77.42	45.71	65.38		25.51	37.91	65.38	
자본유보율	875.53	420.43	417.34		398.97	375.77	417.34	
EPS(원)	150	-53	-15		-27	-116	208	
PER(배)	22.70	N/A	N/A		N/A	N/A	N/A	
BPS(원)	2,646	2,525	2,505		2,406	2,270	2,505	
PBR(배)	1.29	1.08	1.16		1.34	1.39	1.16	
현금DPS(원)	55							
현금배당수익률	1.62							
현금배당성향(%)	29.98	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	14,607,936	14,607,936	14,607,936		14,607,936	14,607,936	14,607,936	
