	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	437	662	681		163	195	137	
영업이익	23	38	34		3	10	2	
영업이익(발표기준)	23	38	34		3	10	2	
세전계속사업이익	20	36	36		3	10	2	
당기순이익	17	30	29		3	8	2	
당기순이익(지배)	17	30	29		3	8	2	
당기순이익(비지배)								
자산총계	808	868	960		947	960	956	
부채총계	252	239	232		226	232	227	
자본총계	556	628	727		722	727	729	
자본총계(지배)	556	628	727		722	727	729	
자본총계(비지배)								
자본금	36	36	52		52	52	52	
영업활동현금흐름	-6	2	53		24	14	10	
투자활동현금흐름	-22	-22	-120		-35	-74	-1	
재무활동현금흐름	25	44	74		0	1	0	
CAPEX	23	19	52		34	5	3	
FCF	-29	-17	0		-10	9	7	
이자발생부채	147	140	144		142	144	144	
영업이익률	5.24	5.67	5.02		1.68	4.93	1.11	
순이익률	3.81	4.49	4.31		1.81	4.09	1.33	
ROE(%)	3.04	5.02	4.33		4.56	4.30	3.59	
ROA(%)	2.13	3.55	3.21		3.39	3.19	2.69	
부채비율	45.36	38.12	31.94		31.30	31.94	31.16	
자본유보율	1,466.79	1,625.77	1,297.08		1,286.20	1,297.08	1,300.56	
EPS(원)	171	306	283		28	77	17	
PER(배)	23.74	34.46	20.74		26.49	20.89	17.35	
BPS(원)	6,180	6,471	6,985		6,931	6,985	7,003	
PBR(배)	0.66	1.63	0.84		1.15	0.84	0.61	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00			0.00			
발행주식수(보통주)	9,707,559	9,707,559	10,410,400		10,410,400	10,410,400	10,410,400	
