	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	842	765	669		208	119	176	
영업이익	51	31	3		-2	-25	5	
영업이익(발표기준)	51	31	3		-2	-25	5	
세전계속사업이익	43	31	11		-6	-19	5	
당기순이익	28	18	11		-7	-14	2	
당기순이익(지배)	28	18	11		-7	-14	2	
당기순이익(비지배)								
자산총계	837	1,085	1,202		1,227	1,202	1,188	
부채총계	477	433	539		546	539	521	
자본총계	360	652	663		680	663	667	
자본총계(지배)	360	652	663		680	663	667	
자본총계(비지배)								
자본금	8	15	15		15	15	15	
영업활동현금흐름	18	64	38		91	-64	-34	
투자활동현금흐름	-20	-90	-141		-99	97	-75	
재무활동현금흐름	-21	142	53		-5	39	0	
CAPEX	51	26	165		109	-46	28	
FCF	-33	38	-128		-19	-18	-62	
이자발생부채	321	287	354		317	354	355	
영업이익률	6.05	4.09	0.44		-1.09	-21.32	3.07	
순이익률	3.30	2.38	1.57		-3.39	-12.11	0.87	
ROE(%)	8.04	3.59	1.60			1.60	-0.12	
ROA(%)	3.34	1.89	0.92			0.92	-0.07	
부채비율	132.61	66.36	81.29		80.28	81.29	78.18	
자본유보율	4,261.30	4,648.82	4,734.40		4,825.22	4,734.40	4,744.89	
EPS(원)	336	177	72		-48	-99	10	
PER(배)		20.74	40.12			40.12	N/A	
BPS(원)	4,349	4,734	4,812		4,937	4,812	4,837	
PBR(배)	0.00	0.78	0.60		0.55	0.60	0.35	
현금DPS(원)	0							
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	8,276,700	14,558,800	14,558,800		14,558,800	14,558,800	14,558,800	
