	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	831	659	863		165	206	326	
영업이익	56	21	35		4	7	21	
영업이익(발표기준)	56	21	35		4	7	21	
세전계속사업이익	54	13	28		2	5	19	
당기순이익	41	10	21		2	4	15	
당기순이익(지배)	41	10	21		2	4	15	
당기순이익(비지배)								
자산총계	1,356	1,308	1,497		1,399	1,402	1,497	
부채총계	593	610	798		720	718	798	
자본총계	762	698	699		679	684	699	
자본총계(지배)	762	698	699		679	684	699	
자본총계(비지배)								
자본금	264	264	264		264	264	264	
영업활동현금흐름	197	189	191		-16	49	84	
투자활동현금흐름	-70	-195	-111		-32	-49	-22	
재무활동현금흐름	-182	-78	-117		53	-10	-92	
CAPEX	98	200	102		18	29	47	
FCF	99	-10	90		-34	20	37	
이자발생부채	233	270	283		323	303	283	
영업이익률	6.69	3.13	4.02		2.18	3.62	6.34	
순이익률	4.96	1.52	2.40		0.98	1.87	4.50	
ROE(%)	5.29	1.38	2.96		1.27	1.50	2.96	
ROA(%)	2.85	0.75	1.48		0.67	0.80	1.48	
부채비율	77.84	87.29	114.11		106.03	105.07	114.11	
자본유보율	217.61	212.33	211.46		204.46	205.91	211.46	
EPS(원)	78	19	39		3	7	28	
PER(배)	19.25	132.60	83.73		254.16	210.14	83.73	
BPS(원)	1,596	1,517	1,519		1,475	1,485	1,519	
PBR(배)	0.94	1.66	2.16		2.83	2.76	2.16	
현금DPS(원)	50	50	50		0	0	50	
현금배당수익률	3.33	1.98	1.52					
현금배당성향(%)	58.23	229.11	111.14		0.00	0.00	157.07	
발행주식수(보통주)	52,860,000	52,860,000	52,860,000		5,286,000	5,286,000	5,286,000	
