	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	220	228	285		87			
영업이익	19	17	22		21			
영업이익(발표기준)	19	17	22		21			
세전계속사업이익	16	12	19		21			
당기순이익	13	15	26		20			
당기순이익(지배)	13	15	26		20			
당기순이익(비지배)								
자산총계	156	206	348		234		348	
부채총계	107	135	64		85		64	
자본총계	48	71	284		149		284	
자본총계(지배)	48	71	284		149		284	
자본총계(비지배)								
자본금	3	3	5		4		5	
영업활동현금흐름	-2	-7	19					
투자활동현금흐름	-10	-33	-110					
재무활동현금흐름	24	36	115					
CAPEX	3	3	7					
FCF	-4	-9	12		0		0	
이자발생부채	54	75	26		38		26	
영업이익률	8.59	7.53	7.78		24.36			
순이익률	6.08	6.70	9.17		23.54			
ROE(%)		25.49	14.71					
ROA(%)		8.44	9.45					
부채비율	221.11	189.22	22.33		56.97		22.33	
자본유보율	1,514.59	2,274.34	5,312.67		3,385.96		5,312.67	
EPS(원)	439	485	633		525			
PER(배)			23.45					
BPS(원)	1,573	2,205	5,301		3,488		5,301	
PBR(배)	0.00	0.00	2.80		0.00		2.80	
현금DPS(원)	0	0			0			
현금배당수익률								
현금배당성향(%)	0.00	0.00	0.00		0.00			
발행주식수(보통주)	3,000,000	3,000,000	5,433,750		4,275,000	4,275,000	5,433,750	
