	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	108	180	306		24	33	40	
영업이익	26	76	80		-7	-9	9	
영업이익(발표기준)	26	76	80		-7	-9	9	
세전계속사업이익	26	75	80		-7	-9	9	
당기순이익	21	61	80		-6	-12	9	
당기순이익(지배)	21	61	80		-6	-12	9	
당기순이익(비지배)	0	0						
자산총계	289	339	677		678	615	624	
부채총계	100	106	83		122	72	72	
자본총계	189	233	594		555	544	552	
자본총계(지배)	189	233	594		555	544	552	
자본총계(비지배)								
자본금	113	113	133		266	266	266	
영업활동현금흐름	4	117	127		-28	-68	-49	
투자활동현금흐름	-1	-65	-278		20	65	21	
재무활동현금흐름	4	-7	199		-2	-34	-2	
CAPEX	3	0	4		0	0	0	
FCF								
이자발생부채	74	67	0		0	0	0	
영업이익률	23.99	42.10	26.11		-30.55	-26.67	21.49	
순이익률	19.60	34.23	26.12		-23.42	-35.21	21.68	
ROE(%)		29.13	19.34			-3.88	-0.89	
ROA(%)		19.58	15.74			-3.46	-0.79	
부채비율	52.86	45.49	14.00		22.01	13.17	13.02	
자본유보율	67.48	106.12	346.07		108.69	104.24	107.52	
EPS(원)	51	136	156		-10	-22	16	
PER(배)			13.62		N/A	N/A	N/A	
BPS(원)	419	515	1,115		1,043	1,021	1,038	
PBR(배)	0.00	0.00	1.91		2.07	1.77	1.79	
현금DPS(원)	0	0	60					
현금배당수익률			2.82					
현금배당성향(%)		0.00	39.97		0.00	0.00		
발행주식수(보통주)	45,200,000	45,200,000	53,234,000		53,234,000	53,234,000	53,234,000	
