	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,443	1,541	1,569		413	408	146	
영업이익	-21	122	114		50	17	-41	
영업이익(발표기준)	-21	122	114		50	17	-41	
세전계속사업이익	2	89	102		36	4	-85	
당기순이익	8	87	195		36	104	-85	
당기순이익(지배)	9	87	196		37	104	-84	
당기순이익(비지배)	-1							
자산총계	1,535	1,673	1,856		1,740	1,856	1,565	
부채총계	1,094	1,151	1,167		1,152	1,167	978	
자본총계	441	522	689		587	689	588	
자본총계(지배)	443	525	693		591	693	591	
자본총계(비지배)	-2							
자본금	175	175	175		175	175	175	
영업활동현금흐름	6	140	175		76	63	-55	
투자활동현금흐름	-67	86	-33		-4	-4	-4	
재무활동현금흐름	34	-29	-60		-8	-13	-28	
CAPEX	99	7	1		0	0	2	
FCF	-93	133	174		76	63	-57	
이자발생부채	105	77	54		67	54	43	
영업이익률	-1.42	7.89	7.24		12.16	4.05	-28.30	
순이익률	0.56	5.62	12.46		8.83	25.45	-57.92	
ROE(%)	2.16	18.04	32.25		12.69	32.25	15.21	
ROA(%)	0.53	5.40	11.07		4.15	11.07	5.22	
부채비율	247.98	220.29	169.45		196.21	169.45	166.35	
자본유보율	198.80	247.10	342.99		284.86	342.99	285.14	
EPS(원)	26	250	562		105	297	-242	
PER(배)	31.03	5.22	2.66		6.37	2.66	4.06	
BPS(원)	1,599	1,895	2,500		2,133	2,500	2,135	
PBR(배)	0.51	0.69	0.60		0.62	0.60	0.46	
현금DPS(원)	0	80	60		0	60		
현금배당수익률	0.00	6.13	4.01					
현금배당성향(%)	0.00	25.38	8.47		0.00	16.01		
발행주식수(보통주)	34,958,700	34,958,700	34,958,700		34,958,700	34,958,700	34,958,700	
