	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	498	496	604	680	144	165	158	
영업이익	126	107	152	172	39	30	44	
영업이익(발표기준)	126	107	152		39	30	44	
세전계속사업이익	131	113	164	188	43	36	48	
당기순이익	129	100	146	167	38	33	42	
당기순이익(지배)	129	100	146	167	38	33	42	
당기순이익(비지배)								
자산총계	946	1,039	1,190		1,145	1,190	1,222	
부채총계	80	90	112		102	112	122	
자본총계	866	949	1,077		1,043	1,077	1,100	
자본총계(지배)	866	949	1,077		1,043	1,077	1,100	
자본총계(비지배)								
자본금	83	83	83		83	83	83	
영업활동현금흐름	183	150	168		43	56	41	
투자활동현금흐름	-22	-340	-138		-10	-24	-21	
재무활동현금흐름	-36	-16	-17		0	0	-3	
CAPEX	12	7	38		10	19	16	
FCF	171	144	130		33	36	25	
이자발생부채	0	0	2		2	2	1	
영업이익률	25.33	21.59	25.13	25.29	27.20	18.41	27.98	
순이익률	25.86	20.16	24.15	24.56	26.02	20.27	26.65	
ROE(%)	15.92	11.03	14.41		12.29	14.41	14.84	
ROA(%)	14.44	10.08	13.10		11.30	13.10	13.35	
부채비율	9.26	9.49	10.42		9.81	10.42	11.10	
자본유보율	959.09	1,059.04	1,214.02		1,171.52	1,214.02	1,244.48	
EPS(원)	777	604	881	1,008	227	202	254	
PER(배)	10.19	14.34	8.77	7.72	9.73	8.77	6.99	
BPS(원)	5,302	5,813	6,600		6,387	6,600	6,758	
PBR(배)	1.49	1.49	1.17		1.12	1.17	0.96	
현금DPS(원)	100	100	100		0	100		
현금배당수익률	1.26	1.15	1.29					
현금배당성향(%)	12.68	16.32	11.18		0.00	48.75		
발행주식수(보통주)	16,564,797	16,564,797	16,564,797		16,564,797	16,564,797	16,564,797	
