	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	620	383	215		94	35	57	
영업이익	88	16	8		10	-9	6	
영업이익(발표기준)	88	16	8		10	-9	6	
세전계속사업이익	65	-26	2		1	4	-7	
당기순이익	54	-28	4		0	5	-4	
당기순이익(지배)	54	-28	4		0	5	-4	
당기순이익(비지배)								
자산총계	366	255	387		412	397	387	
부채총계	241	88	195		227	207	195	
자본총계	125	167	192		185	190	192	
자본총계(지배)	125	167	192		185	190	192	
자본총계(비지배)								
자본금	11	38	40		40	40	40	
영업활동현금흐름	92	9	-9		-18	36	-16	
투자활동현금흐름	0	70	-85		-76	-6	-1	
재무활동현금흐름	-81	-80	138		0	0	1	
CAPEX	3	6	2		0	0	0	
FCF	89	3	-11		-18	36	-17	
이자발생부채	88	40	140		136	138	140	
영업이익률	14.26	4.14	3.84		10.38	-24.72	11.04	
순이익률	8.78	-7.28	1.63		-0.27	14.63	-6.70	
ROE(%)	52.08	-19.13	1.95			-0.48	1.95	
ROA(%)	17.83	-8.99	1.09			-0.27	1.09	
부채비율	192.87	52.95	101.27		122.34	108.91	101.27	
자본유보율	1,373.87	470.85	497.66		491.50	504.39	497.66	
EPS(원)	142	-73	9		-1	13	-10	
PER(배)		N/A	150.27		N/A	N/A	150.27	
BPS(원)	327	450	495		482	495	495	
PBR(배)		4.16	2.69		3.48	2.93	2.69	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	35,831,149	38,201,008	40,020,544		39,601,008	39,601,008	40,020,544	
