	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	276	272	259		63	65	68	
영업이익	25	20	19		3	5	6	
영업이익(발표기준)	25	20	19		3	5	6	
세전계속사업이익	16	12	11		2	3	4	
당기순이익	14	11	11		2	3	5	
당기순이익(지배)	14	11	11		2	3	5	
당기순이익(비지배)								
자산총계	774	672	638		654	668	638	
부채총계	404	314	287		300	309	287	
자본총계	370	358	351		355	358	351	
자본총계(지배)	370	358	351		355	358	351	
자본총계(비지배)								
자본금	58	58	58		58	58	58	
영업활동현금흐름	54	47	57		14	18	11	
투자활동현금흐름	-35	-62	-31		-2	-14	-13	
재무활동현금흐름	67	-91	-76		-49	17	-26	
CAPEX	32	35	24		2	14	6	
FCF	22	12	34		12	3	5	
이자발생부채	347	270	242		248	266	242	
영업이익률	8.90	7.52	7.22		5.53	7.29	8.37	
순이익률	5.05	4.05	4.36		2.56	4.36	6.66	
ROE(%)	3.77	3.02	3.19		2.27	2.34	3.05	
ROA(%)	1.90	1.52	1.73		1.18	1.13	1.65	
부채비율	109.11	87.74	81.78		84.54	86.26	81.78	
자본유보율	537.97	554.60	552.13		541.50	546.38	552.13	
EPS(원)	121	95	98		14	24	39	
PER(배)	28.70	26.90	31.60		46.37	40.04	33.12	
BPS(원)	3,202	3,098	3,033		3,067	3,099	3,033	
PBR(배)	1.08	0.83	1.02		1.07	0.95	1.02	
현금DPS(원)	100	100	100		0	0	100	
현금배당수익률	2.89	3.91	3.23					
현금배당성향(%)	82.95	105.09	102.11		0.00	0.00	256.14	
발행주식수(보통주)	11,563,700	11,563,700	11,563,700		11,563,700	11,563,700	11,563,700	
