	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	102	199	184					
영업이익	10	31	0					
영업이익(발표기준)	10	31	0					
세전계속사업이익	4	22	-17					
당기순이익	4	20	-17					
당기순이익(지배)	4	16	-15					
당기순이익(비지배)								
자산총계	169	225	250				208	
부채총계	53	170	211				170	
자본총계	116	55	38				37	
자본총계(지배)	116	51	37				37	
자본총계(비지배)								
자본금	23	20	20				20	
영업활동현금흐름	23	84	49					
투자활동현금흐름	-44	-64	-30					
재무활동현금흐름	-1	-6	-17					
CAPEX	4	2	4					
FCF	19	82	45				0	
이자발생부채	33	103	113				98	
영업이익률	9.58	15.42	0.05					
순이익률	4.33	10.18	-9.50					
ROE(%)	3.89		-33.34					
ROA(%)	2.65		-7.35					
부채비율	45.93	310.34	551.77				456.26	
자본유보율	392.91	159.54	84.91				91.47	
EPS(원)	17	60	-55					
PER(배)								
BPS(원)	440	192	140				142	
PBR(배)								
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률		0.00	0.00					
현금배당성향(%)		0.00	0.00					
발행주식수(보통주)	22,363,037	22,363,037	22,363,037		22,363,037	22,363,037	22,363,037	
