	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	236	292	470		98	135	127	
영업이익	41	34	56		19	23	-8	
영업이익(발표기준)	41	34	56		19	23	-8	
세전계속사업이익	34	6	62		20	28	-11	
당기순이익	28	3	50		12	22	-4	
당기순이익(지배)	28	3	50		12	22	-4	
당기순이익(비지배)								
자산총계	133	343	411		353	408	411	
부채총계	40	95	71		62	66	71	
자본총계	92	248	340		291	342	340	
자본총계(지배)	92	248	340		291	342	340	
자본총계(비지배)								
자본금	16	29	31		30	31	31	
영업활동현금흐름	30	-56	100		63	13	-7	
투자활동현금흐름	3	-4	-51		-19	15	-56	
재무활동현금흐름	2	12	-9		3	0	3	
CAPEX	1	72	1		0	0	0	
FCF	29	-128	99		63	13	-7	
이자발생부채	9	30	11		11	11	11	
영업이익률	17.28	11.74	11.87		19.29	17.00	-6.32	
순이익률	12.00	1.07	10.71		12.08	16.06	-3.44	
ROE(%)		1.84	17.13				17.13	
ROA(%)		1.32	13.35				13.35	
부채비율	43.34	38.43	20.96		21.41	19.25	20.96	
자본유보율	522.88	781.77	1,033.49		894.79	1,042.06	1,033.49	
EPS(원)	107	11	168		40	71	-14	
PER(배)		186.13	22.74				22.74	
BPS(원)	318	852	1,106		966	1,114	1,106	
PBR(배)		2.35	3.44		5.59	3.56	3.44	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	29,097,696	29,097,696	30,699,596		30,097,696	30,699,596	30,699,596	
