	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	661	588	517		135	128	116	
영업이익	6	27	4		0	0	-2	
영업이익(발표기준)	6	27	4		0	0	-2	
세전계속사업이익	2	24	1		0	1	-4	
당기순이익	6	20	-5		0	1	-10	
당기순이익(지배)	6	20	-5		0	1	-10	
당기순이익(비지배)								
자산총계	541	480	429		476	464	429	
부채총계	255	179	151		184	171	151	
자본총계	286	301	277		292	293	277	
자본총계(지배)	286	301	277		292	293	277	
자본총계(비지배)								
자본금	360	360	360		360	360	360	
영업활동현금흐름	89	27	31		-2	17	10	
투자활동현금흐름	71	-3	-3		1	0	-2	
재무활동현금흐름	-162	-25	-19		-2	-6	-10	
CAPEX	11	5	11		4	2	3	
FCF	78	22	20		-6	15	7	
이자발생부채	135	109	103		118	113	103	
영업이익률	0.89	4.59	0.87		0.16	0.38	-2.07	
순이익률	0.94	3.42	-0.95		0.18	0.51	-8.42	
ROE(%)	2.19	6.86	-1.71		2.97	2.01	-1.71	
ROA(%)	1.00	3.94	-1.08		1.75	1.23	-1.08	
부채비율	88.95	59.61	54.59		62.91	58.32	54.59	
자본유보율	-23.34	-17.83	-19.07		-16.67	-16.48	-19.07	
EPS(원)	9	28	-7		0	1	-14	
PER(배)	160.99	34.13	N/A		97.18	106.91	N/A	
BPS(원)	398	417	385		406	407	385	
PBR(배)	3.48	2.29	2.57		2.93	2.19	2.57	
현금DPS(원)								
현금배당수익률								
현금배당성향(%)	0.00	0.00			0.00	0.00		
발행주식수(보통주)	72,000,000	72,000,000	72,000,000		72,000,000	72,000,000	72,000,000	
