	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	388	447	478		114	146	133	
영업이익	-11	16	14		4	8	13	
영업이익(발표기준)	-11	16	14		4	8	13	
세전계속사업이익	-20	14	11		9	-3	21	
당기순이익	-18	12	9		7	-2	19	
당기순이익(지배)	-18	12	9		7	-2	12	
당기순이익(비지배)								
자산총계	435	498	710		662	710	756	
부채총계	170	185	336		287	336	344	
자본총계	265	313	374		374	374	412	
자본총계(지배)	265	313	374		374	374	396	
자본총계(비지배)								
자본금	41	44	49		49	49	51	
영업활동현금흐름	-28	30	36		-7	62	-41	
투자활동현금흐름	-38	-44	-39		-17	-8	-17	
재무활동현금흐름	73	16	121		4	12	-17	
CAPEX	25	29	32		9	9	14	
FCF	-53	0	4		-16	53	-55	
이자발생부채	125	104	239		212	239	249	
영업이익률	-2.73	3.52	2.92		3.33	5.50	9.80	
순이익률	-4.68	2.79	1.97		6.27	-1.16	14.25	
ROE(%)	-6.75	4.31	2.75		4.21	3.50	5.02	
ROA(%)	-4.47	2.67	1.56		2.46	1.99	3.94	
부채비율	64.18	58.96	89.94		76.85	89.94	83.54	
자본유보율	541.24	608.13	659.51		668.35	659.51	677.01	
EPS(원)	-44	29	20		15	-3	23	
PER(배)	N/A	44.95	89.02		50.42	69.86	33.62	
BPS(원)	641	709	763		771	763	783	
PBR(배)	2.78	1.82	2.35		2.08	2.35	1.59	
현금DPS(원)	0	0	0		0	0		
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00		
발행주식수(보통주)	41,325,206	44,209,006	48,975,822		48,530,190	48,975,822	50,592,577	
