	2017/03	2018/03	2019/03	2020/03	2019/06	2019/09	2019/12	2020/03
매출액	931	1,142	1,664		490		388	
영업이익	85	84	82		46		13	
영업이익(발표기준)	85	84	82		46		13	
세전계속사업이익	85	85	82		46		13	
당기순이익	61	56	57		34		9	
당기순이익(지배)	61	56	57		34		9	
당기순이익(비지배)								
자산총계	620	787	786		19,204		5,050	
부채총계	192	308	294		18,689		4,371	
자본총계	429	479	492		514		679	
자본총계(지배)	429	478	492		514		679	
자본총계(비지배)								
자본금	237	237	237		237		319	
영업활동현금흐름	106	63	31		-1,240			
투자활동현금흐름	0	-18	-9		-2			
재무활동현금흐름	-55	-17	-12		1,008			
CAPEX	4	3	3		1			
FCF								
이자발생부채	0	0	0		320		349	
영업이익률	9.14	7.39	4.95		9.43		3.45	
순이익률	6.55	4.91	3.41		6.97		2.21	
ROE(%)	14.30		11.68					
ROA(%)	9.35		7.20					
부채비율	44.70	64.40	59.86		3,634.12		643.40	
자본유보율	80.87	101.96	107.56		116.99		112.69	
EPS(원)	1,286	1,183	1,195		721		153	
PER(배)								
BPS(원)	9,044	10,091	10,378		10,850		10,634	
PBR(배)	0.00	0.00	0.00		0.00		1.05	
현금DPS(원)	370	250	250		0	0		
현금배당수익률								
현금배당성향(%)	28.77	21.13	20.91		0.00			
발행주식수(보통주)	4,740,000	4,740,000	4,740,000		4,740,000	4,740,000	6,388,000	
