	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,223	1,369	1,350		355	344	305	
영업이익	11	38	149		45	42	30	
영업이익(발표기준)	11	38	149		45	42	30	
세전계속사업이익	-37	27	142		44	46	19	
당기순이익	-31	15	107		35	36	11	
당기순이익(지배)	-31	15	107		35	36	11	
당기순이익(비지배)	0							
자산총계	1,080	1,034	1,095		1,119	1,081	1,095	
부채총계	629	570	531		596	523	531	
자본총계	452	463	563		523	558	563	
자본총계(지배)	448	460	560		519	555	560	
자본총계(비지배)	3							
자본금	82	82	82		82	82	82	
영업활동현금흐름	6	-20	234		81	-8	90	
투자활동현금흐름	-22	-19	-26		-9	-6	-12	
재무활동현금흐름	49	2	-55		-25	20	1	
CAPEX	28	19	21		7	6	7	
FCF	-22	-39	212		74	-14	83	
이자발생부채	395	401	353		332	352	353	
영업이익률	0.88	2.80	11.05		12.77	12.21	9.73	
순이익률	-2.50	1.10	7.95		9.78	10.37	3.74	
ROE(%)	-6.54	3.33	21.06		17.39	24.94	21.06	
ROA(%)	-2.86	1.42	10.09		7.56	11.47	10.09	
부채비율	139.21	123.12	94.32		114.03	93.62	94.32	
자본유보율	451.82	466.93	586.36		535.77	579.40	586.36	
EPS(원)	-187	93	658		212	219	70	
PER(배)	N/A	19.91	8.35		8.70	4.82	8.35	
BPS(원)	2,854	2,930	3,562		3,308	3,536	3,562	
PBR(배)	0.67	0.63	1.54		1.34	1.03	1.54	
현금DPS(원)	25	25	50		0	0	50	
현금배당수익률	1.31	1.36	0.91					
현금배당성향(%)	-12.85	25.94	7.32		0.00	0.00	69.15	
발행주식수(보통주)	16,334,678	16,334,678	16,334,678		16,334,678	16,334,678	16,334,678	
