	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	1,368	1,556	2,761		679	798	662	
영업이익	26	68	115		25	50	17	
영업이익(발표기준)	26	68	115		25	50	17	
세전계속사업이익	14	62	109		23	50	10	
당기순이익	11	54	197		22	45	108	
당기순이익(지배)	11	54	197		22	45	108	
당기순이익(비지배)								
자산총계	1,240	1,184	1,385		1,175	1,389	1,385	
부채총계	808	682	685		625	799	685	
자본총계	432	501	700		551	590	700	
자본총계(지배)	432	501	700		551	590	700	
자본총계(비지배)								
자본금	238	248	248		248	248	248	
영업활동현금흐름	35	229	90		88	-13	65	
투자활동현금흐름	17	15	-190		-12	-2	-103	
재무활동현금흐름	-7	-125	-41		-66	51	-5	
CAPEX	3	5	27		4	1	21	
FCF	31	224	63		84	-14	44	
이자발생부채	442	303	267		230	280	267	
영업이익률	1.92	4.38	4.15		3.72	6.25	2.60	
순이익률	0.81	3.49	7.14		3.17	5.62	16.33	
ROE(%)	2.57	11.62	32.82		16.87	21.34	32.82	
ROA(%)	0.90	4.48	15.35		7.28	8.79	15.35	
부채비율	186.80	136.00	97.81		113.46	135.34	97.81	
자본유보율	95.63	117.96	243.86		182.00	200.06	243.86	
EPS(원)	46	222	794		87	181	435	
PER(배)	38.91	6.95	4.12		5.30	3.59	4.12	
BPS(원)	1,819	2,020	2,819		2,217	2,377	2,819	
PBR(배)	0.99	0.76	1.16		0.83	0.70	1.16	
현금DPS(원)	0							
현금배당수익률	0.00							
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	23,769,595	24,831,812	24,831,812		24,831,812	24,831,812	24,831,812	
