	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	92	134	138				27	
영업이익	4	-2	-7				-3	
영업이익(발표기준)	4	-2	-7				-3	
세전계속사업이익	-32	-5	-6				-2	
당기순이익	-32	-5	-6				-2	
당기순이익(지배)	-32	-5	-6				-2	
당기순이익(비지배)								
자산총계	165	152	305			305	296	
부채총계	77	65	124			124	117	
자본총계	89	87	180			180	179	
자본총계(지배)	89	87	180			180	179	
자본총계(비지배)								
자본금	18	18	23			23	23	
영업활동현금흐름	8	8	-10				-18	
투자활동현금흐름	-29	-3	-108				-13	
재무활동현금흐름	28	1	133				11	
CAPEX	36	3	47				13	
FCF	-28	6	-57			0	-31	
이자발생부채	35	36	82			82	94	
영업이익률	4.38	-1.62	-5.35				-12.62	
순이익률	-34.52	-3.98	-3.98				-7.30	
ROE(%)	-31.35		-4.11					
ROA(%)	-20.97		-2.41					
부채비율	86.95	73.91	68.77			68.77	65.59	
자본유보율	389.37	374.73	677.19			677.19	668.82	
EPS(원)	-881	-146	-142				-42	
PER(배)	N/A	N/A	N/A					
BPS(원)	2,453	2,374	3,891			3,891	3,849	
PBR(배)	3.83	4.36	1.91			1.91	0.95	
현금DPS(원)	0	0			0			
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00					
발행주식수(보통주)	2,900,000	3,680,381	4,638,281		3,680,381	4,638,281	4,638,281	
