	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	341	372	409		195	79	62	
영업이익	134	153	167		117	21	7	
영업이익(발표기준)	134	153	167		117	21	7	
세전계속사업이익	140	161	176		119	23	9	
당기순이익	109	125	137		92	18	7	
당기순이익(지배)	109	125	137		92	18	7	
당기순이익(비지배)								
자산총계	494	566	626		654	623	626	
부채총계	74	85	89		142	93	89	
자본총계	420	481	537		512	530	537	
자본총계(지배)	420	481	537		512	530	537	
자본총계(비지배)								
자본금	61	61	61		61	61	61	
영업활동현금흐름	119	134	142		129	-19	35	
투자활동현금흐름	-76	-68	-40		-23	14	-28	
재무활동현금흐름	-64	-64	-83		-81	-1	-1	
CAPEX	2	4	22		6	8	6	
FCF	117	130	120		123	-27	29	
이자발생부채	0	0	2		4	3	2	
영업이익률	39.45	41.13	40.87		59.79	26.78	11.81	
순이익률	32.02	33.63	33.36		47.41	22.90	11.43	
ROE(%)	27.45	27.80	26.81		27.51	26.31	26.81	
ROA(%)	23.20	23.63	22.90		21.58	22.30	22.90	
부채비율	17.67	17.61	16.61		27.71	17.56	16.61	
자본유보율	608.95	708.87	799.68		758.73	788.22	799.68	
EPS(원)	905	1,040	1,134		768	151	58	
PER(배)	16.07	15.10	16.37		16.77	16.62	16.37	
BPS(원)	3,486	3,996	4,460		4,251	4,401	4,460	
PBR(배)	4.17	3.93	4.16		4.38	4.16	4.16	
현금DPS(원)	530	670	740		0	0	740	
현금배당수익률	3.64	4.27	3.99					
현금배당성향(%)	58.53	64.43	65.28		0.00	0.00	1,264.98	
발행주식수(보통주)	12,043,600	12,043,600	12,043,600		12,043,600	12,043,600	12,043,600	
