	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	330	415	598		153	146	170	
영업이익	8	7	69		17	17	24	
영업이익(발표기준)	8	7	69		17	17	24	
세전계속사업이익	-14	109	76		51	50	77	
당기순이익	-24	84	58		41	39	59	
당기순이익(지배)	-24	84	58		41	39	59	
당기순이익(비지배)								
자산총계	759	1,122	1,265		1,201	1,227	1,265	
부채총계	119	382	536		564	552	536	
자본총계	640	739	729		637	676	729	
자본총계(지배)	640	739	728		636	674	728	
자본총계(비지배)								
자본금	96	97	186		186	186	186	
영업활동현금흐름	21	6	93		21	65	13	
투자활동현금흐름	25	29	-89		-2	4	-11	
재무활동현금흐름	-78	302	-59		-2	-5	-7	
CAPEX	7	8	15		1	2	7	
FCF	14	-2	78		20	63	6	
이자발생부채	14	154	230		205	210	230	
영업이익률	2.45	1.68	11.59		10.89	11.81	14.30	
순이익률	-7.19	20.14	9.72		26.48	26.37	34.66	
ROE(%)	-4.17	12.13	7.91		0.53	5.24	7.91	
ROA(%)	-3.15	8.89	4.87		0.31	3.07	4.87	
부채비율	18.59	51.75	73.57		88.53	81.65	73.57	
자본유보율	691.91	780.33	391.35		339.50	360.21	391.35	
EPS(원)	-63	227	156		109	104	158	
PER(배)	N/A	15.33	23.94		423.11	35.43	23.94	
BPS(원)	1,813	2,055	2,049		1,789	1,898	2,049	
PBR(배)	2.41	1.69	1.82		2.22	1.81	1.82	
현금DPS(원)	0	0						
현금배당수익률	0.00	0.00						
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	36,531,791	37,176,555	37,254,218		37,254,218	37,254,218	37,254,218	
