	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	522	468	484	876	134	122	126	
영업이익	50	35	77	229	26	22	18	
영업이익(발표기준)	50	35	77		26	22	18	
세전계속사업이익	32	30	80	241	29	28	9	
당기순이익	31	32	67	200	25	24	5	
당기순이익(지배)	31	32	67	200	25	24	5	
당기순이익(비지배)								
자산총계	530	568	648	897	622	647	648	
부채총계	92	73	78	124	89	89	78	
자본총계	438	494	569	774	533	558	569	
자본총계(지배)	438	494	569	774	533	558	569	
자본총계(비지배)								
자본금	43	43	43	43	43	43	43	
영업활동현금흐름	10	37	122	92	1	9	59	
투자활동현금흐름	-27	-35	-38	-49	-18	-8	-9	
재무활동현금흐름	-1	-3	-14	0	-1	1	0	
CAPEX	34	27	23	37	17	2	3	
FCF	-24	10	99	50	-16	6	56	
이자발생부채	11	12	1		6	1	1	
영업이익률	9.54	7.42	15.91	26.19	19.47	18.08	14.29	
순이익률	6.03	6.92	13.94	22.84	18.60	19.92	3.85	
ROE(%)	7.27	6.95	12.68	29.79	10.84	14.16	12.68	
ROA(%)	5.87	5.91	11.10	25.90	8.99	12.07	11.10	
부채비율	20.91	14.85	13.74	15.97	16.66	15.97	13.74	
자본유보율	921.74	986.75	1,142.70		1,075.21	1,131.47	1,142.70	
EPS(원)	364	375	780	2,312	289	281	56	
PER(배)	26.90	16.31	10.49	8.82	12.26	9.38	10.49	
BPS(원)	5,109	5,764	6,638	9,018	6,218	6,506	6,638	
PBR(배)	1.92	1.06	1.23	2.26	1.28	1.26	1.23	
현금DPS(원)	50			0				
현금배당수익률	0.51			0.00				
현금배당성향(%)	13.62	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	8,650,496	8,650,496	8,650,496		8,650,496	8,650,496	8,650,496	
