	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	2,043	1,855	2,420		631	785	553	
영업이익	17	30	20		24	14	-25	
영업이익(발표기준)	17	30	20		24	14	-25	
세전계속사업이익	-19	-23	19		38	16	-45	
당기순이익	-20	2	-21		-107	19	34	
당기순이익(지배)	-20	2	-19		-107	19	36	
당기순이익(비지배)								
자산총계	1,035	1,043	1,192		944	1,357	1,192	
부채총계	539	541	598		513	790	598	
자본총계	495	501	594		431	567	594	
자본총계(지배)	495	501	596		431	567	596	
자본총계(비지배)								
자본금	69	69	86		72	86	86	
영업활동현금흐름	-60	113	51		68	1	50	
투자활동현금흐름	-61	-124	-479		-218	-330	-150	
재무활동현금흐름	113	26	234		-41	255	-20	
CAPEX	122	126	145		135	182	-37	
FCF	-182	-13	-94		-66	-181	87	
이자발생부채	304	332	372		178	339	372	
영업이익률	0.83	1.60	0.83		3.84	1.79	-4.48	
순이익률	-1.00	0.13	-0.86		-16.98	2.43	6.15	
ROE(%)	-3.88	0.47	-3.48		-55.48			
ROA(%)	-2.02	0.22	-1.85		-28.37			
부채비율	108.88	108.01	100.66		118.96	139.50	100.66	
자본유보율	642.41	646.70	618.64		526.73	574.77	618.64	
EPS(원)	-30	3	-25		-150	24	42	
PER(배)	N/A	173.72	N/A		N/A			
BPS(원)	754	763	712		615	677	712	
PBR(배)	0.91	0.79	3.05		4.94	3.94	3.05	
현금DPS(원)	0	0			0	0		
현금배당수익률	0.00	0.00				0.00		
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	67,011,000	67,011,000	85,739,345		72,152,390	85,739,345	85,739,345	
