	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	610	460	450		703	794	-1,153	
영업이익	-50	-129	-20		15	13	-41	
영업이익(발표기준)	-50	-129	-20		15	13	-41	
세전계속사업이익	-67	-85	-226		-43	3	-180	
당기순이익	-67	-85	-290		-43	3	-243	
당기순이익(지배)	-67	-85	-280		-40	7	-240	
당기순이익(비지배)								
자산총계	364	1,007	1,647		3,716	3,796	1,647	
부채총계	203	322	557		1,962	1,689	557	
자본총계	161	684	1,090		1,754	2,107	1,090	
자본총계(지배)	161	684	1,090		670	1,031	1,090	
자본총계(비지배)								
자본금	190	372	602		372	463	602	
영업활동현금흐름	-5	-46	-39		-172	14	126	
투자활동현금흐름	-8	-569	-356		299	-283	-413	
재무활동현금흐름	12	722	1,021		357	76	588	
CAPEX	10	15	2		-417	6	-23	
FCF	-16	-61	-41		245	8	149	
이자발생부채	103	232	418		1,443	1,196	418	
영업이익률	-8.21	-28.07	-4.39		2.14	1.69	3.58	
순이익률	-10.93	-18.55	-64.53		-6.18	0.39	21.07	
ROE(%)	-34.33	-20.19						
ROA(%)	-17.02	-12.45						
부채비율	126.12	47.05	51.06		111.89	80.12	51.06	
자본유보율	-14.08	83.84	81.55		81.13	123.49	81.55	
EPS(원)	-176	-168	-334		-54	8	-237	
PER(배)	N/A	N/A	N/A				N/A	
BPS(원)	424	919	905		900	1,113	905	
PBR(배)	2.40	1.57	2.31		1.72	1.28	2.31	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	37,937,500	74,460,326	120,429,650		74,470,875	92,597,647	120,429,650	
