	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	480	317	242		99	55	32	
영업이익	-1	-47	-41		5	-16	-20	
영업이익(발표기준)	-1	-47	-41		5	-16	-20	
세전계속사업이익	-161	-142	-242		-41	-38	-151	
당기순이익	-145	-173	-234		-42	-38	-144	
당기순이익(지배)	-145	-173	-234		-42	-38	-144	
당기순이익(비지배)	0							
자산총계	564	645	419		544	608	419	
부채총계	399	332	157		276	161	157	
자본총계	165	313	262		268	447	262	
자본총계(지배)	165	313	262		268	447	262	
자본총계(비지배)								
자본금	46	65	84		67	84	84	
영업활동현금흐름	112	-8	25		-5	51	-22	
투자활동현금흐름	-144	-117	-133		16	-78	-182	
재무활동현금흐름	8	198	1		-1	-2	114	
CAPEX	37	93	36		13	10	7	
FCF	74	-101	-12		-18	41	-29	
이자발생부채	345	217	88		118	79	88	
영업이익률	-0.19	-14.80	-17.10		4.57	-28.43	-63.06	
순이익률	-30.23	-54.50	-97.10		-42.13	-68.73	-458.05	
ROE(%)	-61.90	-72.22	-81.56		-28.50	-37.62	-81.56	
ROA(%)	-22.81	-28.57	-44.08		-11.59	-21.33	-44.08	
부채비율	241.71	105.91	60.07		102.69	36.00	60.07	
자본유보율	293.94	407.60	233.84		332.43	455.94	233.84	
EPS(원)	-1,591	-1,443	-1,625		-320	-255	-862	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	1,853	2,436	1,584		2,045	2,705	1,584	
PBR(배)	3.52	2.17	1.63		2.44	1.40	1.63	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	9,125,200	13,068,136	16,745,980		13,338,042	16,745,980	16,745,980	
