	2017/12	2018/12	2019/12	2020/12	2019/09	2019/12	2020/03	2020/06
매출액	1,169	1,238	1,439		338	395	340	
영업이익	48	75	86		17	20	14	
영업이익(발표기준)	48	75	86		17	20	14	
세전계속사업이익	29	60	411		20	-14	19	
당기순이익	29	54	320		18	-7	16	
당기순이익(지배)	26	45	311		13	-5	11	
당기순이익(비지배)	3							
자산총계	1,277	1,313	1,495		1,517	1,495	1,478	
부채총계	795	792	666		665	666	644	
자본총계	482	521	829		852	829	834	
자본총계(지배)	439	471	768		789	768	772	
자본총계(비지배)	43							
자본금	40	40	50		50	50	50	
영업활동현금흐름	70	126	95		22	-15	32	
투자활동현금흐름	-27	14	249		-9	-148	52	
재무활동현금흐름	-50	-118	-197		-4	-11	-33	
CAPEX	40	47	38		12	5	8	
FCF	30	79	57		10	-20	23	
이자발생부채	601	506	342		340	342	329	
영업이익률	4.12	6.03	5.96		5.08	4.97	4.13	
순이익률	2.51	4.39	22.22		5.27	-1.75	4.72	
ROE(%)	5.95	9.89	50.19		53.10	50.19	48.60	
ROA(%)	2.27	4.20	22.78		24.58	22.78	22.10	
부채비율	165.03	151.78	80.34		78.06	80.34	77.14	
자본유보율	1,030.93	1,126.15	1,476.83		1,493.38	1,476.83	1,477.98	
EPS(원)	260	450	3,109		131	-46	110	
PER(배)	14.98	10.58	1.96		1.90	1.96	1.60	
BPS(원)	4,456	4,796	7,858		7,919	7,858	7,997	
PBR(배)	0.87	0.99	0.78		0.79	0.78	0.61	
현금DPS(원)	60	60	100		0	100		
현금배당수익률	1.54	1.26	1.64					
현금배당성향(%)	22.67	13.03	3.15		0.00	-211.91		
발행주식수(보통주)	10,000,000	10,000,000	10,000,000		10,000,000	10,000,000	10,000,000	
