	2017/12	2018/12	2019/12	2020/12	2019/06	2019/09	2019/12	2020/03
매출액	152	121	91		15	17	29	
영업이익	-156	-53	1		4	1	6	
영업이익(발표기준)	-156	-53	1		4	1	6	
세전계속사업이익	-259	-162	4		-27	34	18	
당기순이익	-276	-253	-29		-32	33	2	
당기순이익(지배)	-273	-242	-25		-32	33	5	
당기순이익(비지배)	-3							
자산총계	559	665	405		465	427	405	
부채총계	407	360	89		201	95	89	
자본총계	152	305	316		264	333	316	
자본총계(지배)	142	301	316		261	330	316	
자본총계(비지배)	10							
자본금	79	113	131		113	123	131	
영업활동현금흐름	-110	-110	3		40	-1	-4	
투자활동현금흐름	-196	-163	43		122	40	-34	
재무활동현금흐름	410	230	-123		-141	-51	9	
CAPEX	55	37	0		0			
FCF	-165	-147	3		40	-1	-4	
이자발생부채	214	165	60		117	59	60	
영업이익률	-102.49	-43.88	0.81		27.32	5.63	19.03	
순이익률	-182.01	-208.63	-32.04		-214.33	195.55	8.49	
ROE(%)		-109.25	-8.22		-77.04	-49.09	-8.22	
ROA(%)		-41.27	-5.42		-53.16	-36.13	-5.42	
부채비율	267.91	117.87	28.25		75.91	28.46	28.25	
자본유보율	81.74	126.37	113.37		75.36	114.52	113.37	
EPS(원)	-366	-249	-21		-28	27	4	
PER(배)	N/A	N/A	N/A		N/A	N/A	N/A	
BPS(원)	178	266	241		231	268	241	
PBR(배)	6.00	3.25	0.72		1.23	0.63	0.72	
현금DPS(원)	0	0	0		0	0	0	
현금배당수익률	0.00	0.00	0.00					
현금배당성향(%)	0.00	0.00	0.00		0.00	0.00	0.00	
발행주식수(보통주)	79,442,511	113,011,196	131,207,916		113,011,196	123,011,195	131,207,916	
